index,symbol,date,field,method,repaired_value,confidence,note
216,FUT9,2023-02-02 00:00:00,OHLC_all,last_traded_settlement,86.15,high,Futures settlement price (no trading)
256,FUT9,2023-02-08 00:00:00,OHLC_all,last_traded_settlement,87.1,high,Futures settlement price (no trading)
296,FUT9,2023-02-14 00:00:00,OHLC_all,last_traded_settlement,87.35,high,Futures settlement price (no trading)
387,FUT9,2023-03-01 00:00:00,OHLC_all,last_traded_settlement,91.0,high,Futures settlement price (no trading)
463,FUT9,2023-03-10 00:00:00,OHLC_all,last_traded_settlement,89.1,high,Futures settlement price (no trading)
540,FUT9,2023-03-21 00:00:00,OHLC_all,last_traded_settlement,86.05,high,Futures settlement price (no trading)
606,FUT9,2023-03-29 00:00:00,OHLC_all,last_traded_settlement,86.775,high,Futures settlement price (no trading)
628,FUT9,2023-03-31 00:00:00,OHLC_all,last_traded_settlement,85.5,high,Futures settlement price (no trading)
650,FUT9,2023-04-04 00:00:00,OHLC_all,last_traded_settlement,87.5,high,Futures settlement price (no trading)
672,FUT9,2023-04-06 00:00:00,OHLC_all,last_traded_settlement,86.25,high,Futures settlement price (no trading)
727,FUT9,2023-04-14 00:00:00,OHLC_all,last_traded_settlement,83.8,high,Futures settlement price (no trading)
976,FUT9,2023-05-18 00:00:00,OHLC_all,last_traded_settlement,92.3,high,Futures settlement price (no trading)
1047,FUT9,2023-05-26 00:00:00,OHLC_all,last_traded_settlement,90.4,high,Futures settlement price (no trading)
1071,FUT9,2023-05-31 00:00:00,OHLC_all,last_traded_settlement,91.9,high,Futures settlement price (no trading)
1130,FUT9,2023-06-07 00:00:00,OHLC_all,last_traded_settlement,95.15,high,Futures settlement price (no trading)
1178,FUT9,2023-06-13 00:00:00,OHLC_all,last_traded_settlement,95.275,high,Futures settlement price (no trading)
1297,FUT9,2023-06-28 00:00:00,OHLC_all,last_traded_settlement,97.275,high,Futures settlement price (no trading)
1393,FUT9,2023-07-11 00:00:00,OHLC_all,last_traded_settlement,94.35,high,Futures settlement price (no trading)
1417,FUT9,2023-07-13 00:00:00,OHLC_all,last_traded_settlement,93.5,high,Futures settlement price (no trading)
1463,FUT9,2023-07-19 00:00:00,OHLC_all,last_traded_settlement,93.65,high,Futures settlement price (no trading)
1485,FUT9,2023-07-21 00:00:00,OHLC_all,last_traded_settlement,94.775,high,Futures settlement price (no trading)
1507,FUT9,2023-07-25 00:00:00,OHLC_all,last_traded_settlement,94.625,high,Futures settlement price (no trading)
1529,FUT9,2023-07-27 00:00:00,OHLC_all,last_traded_settlement,94.875,high,Futures settlement price (no trading)
1584,FUT9,2023-08-03 00:00:00,OHLC_all,last_traded_settlement,94.025,high,Futures settlement price (no trading)
1639,FUT9,2023-08-10 00:00:00,OHLC_all,last_traded_settlement,93.825,high,Futures settlement price (no trading)
1681,FUT9,2023-08-16 00:00:00,OHLC_all,last_traded_settlement,79.975,high,Futures settlement price (no trading)
1741,FUT9,2023-08-24 00:00:00,OHLC_all,last_traded_settlement,80.075,high,Futures settlement price (no trading)
1781,FUT9,2023-08-30 00:00:00,OHLC_all,last_traded_settlement,81.425,high,Futures settlement price (no trading)
1801,FUT9,2023-09-01 00:00:00,OHLC_all,last_traded_settlement,82.225,high,Futures settlement price (no trading)
1821,FUT9,2023-09-06 00:00:00,OHLC_all,last_traded_settlement,82.575,high,Futures settlement price (no trading)
1894,FUT9,2023-09-15 00:00:00,OHLC_all,last_traded_settlement,81.525,high,Futures settlement price (no trading)
1949,FUT9,2023-09-22 00:00:00,OHLC_all,last_traded_settlement,82.825,high,Futures settlement price (no trading)
1982,FUT9,2023-09-27 00:00:00,OHLC_all,last_traded_settlement,82.15,high,Futures settlement price (no trading)
2037,FUT9,2023-10-04 00:00:00,OHLC_all,last_traded_settlement,81.7,high,Futures settlement price (no trading)
2081,FUT9,2023-10-10 00:00:00,OHLC_all,last_traded_settlement,82.45,high,Futures settlement price (no trading)
2114,FUT9,2023-10-13 00:00:00,OHLC_all,last_traded_settlement,82.925,high,Futures settlement price (no trading)
2132,FUT9,2023-10-17 00:00:00,OHLC_all,last_traded_settlement,76.725,high,Futures settlement price (no trading)
2160,FUT9,2023-10-20 00:00:00,OHLC_all,last_traded_settlement,76.075,high,Futures settlement price (no trading)
2188,FUT9,2023-10-25 00:00:00,OHLC_all,last_traded_settlement,73.325,high,Futures settlement price (no trading)
2283,FUT9,2023-11-08 00:00:00,OHLC_all,last_traded_settlement,77.325,high,Futures settlement price (no trading)
2323,FUT9,2023-11-14 00:00:00,OHLC_all,last_traded_settlement,77.4,high,Futures settlement price (no trading)
2377,FUT9,2023-11-21 00:00:00,OHLC_all,last_traded_settlement,76.875,high,Futures settlement price (no trading)
2490,FUT9,2023-12-07 00:00:00,OHLC_all,last_traded_settlement,75.6,high,Futures settlement price (no trading)
2613,FUT9,2023-12-27 00:00:00,OHLC_all,last_traded_settlement,77700.0,high,Futures settlement price (no trading)
2716,FUT9,2024-01-12 00:00:00,OHLC_all,last_traded_settlement,7870000.0,high,Futures settlement price (no trading)
2755,FUT9,2024-01-19 00:00:00,OHLC_all,last_traded_settlement,7780000.0,high,Futures settlement price (no trading)
2794,FUT9,2024-01-25 00:00:00,OHLC_all,last_traded_settlement,7862500.0,high,Futures settlement price (no trading)
2832,FUT9,2024-01-31 00:00:00,OHLC_all,last_traded_settlement,7787500.0,high,Futures settlement price (no trading)
2854,FUT9,2024-02-02 00:00:00,OHLC_all,last_traded_settlement,7875000.0,high,Futures settlement price (no trading)
2904,FUT9,2024-02-09 00:00:00,OHLC_all,last_traded_settlement,7812500.0,high,Futures settlement price (no trading)
2937,FUT9,2024-02-14 00:00:00,OHLC_all,last_traded_settlement,7850000.0,high,Futures settlement price (no trading)
3035,FUT9,2024-02-28 00:00:00,OHLC_all,last_traded_settlement,82225.0,high,Futures settlement price (no trading)
3090,FUT9,2024-03-06 00:00:00,OHLC_all,last_traded_settlement,83025.0,high,Futures settlement price (no trading)
3156,FUT9,2024-03-14 00:00:00,OHLC_all,last_traded_settlement,83650.0,high,Futures settlement price (no trading)
3222,FUT9,2024-03-22 00:00:00,OHLC_all,last_traded_settlement,83800.0,high,Futures settlement price (no trading)
3255,FUT9,2024-03-27 00:00:00,OHLC_all,last_traded_settlement,84525.0,high,Futures settlement price (no trading)
3300,FUT9,2024-04-03 00:00:00,OHLC_all,last_traded_settlement,84400.0,high,Futures settlement price (no trading)
3673,FUT9,2024-05-22 00:00:00,OHLC_all,last_traded_settlement,95.6,high,Futures settlement price (no trading)
3715,FUT9,2024-05-29 00:00:00,OHLC_all,last_traded_settlement,95.125,high,Futures settlement price (no trading)
3736,FUT9,2024-05-31 00:00:00,OHLC_all,last_traded_settlement,94.9,high,Futures settlement price (no trading)
3767,FUT9,2024-06-05 00:00:00,OHLC_all,last_traded_settlement,93.65,high,Futures settlement price (no trading)
3789,FUT9,2024-06-07 00:00:00,OHLC_all,last_traded_settlement,92.95,high,Futures settlement price (no trading)
3822,FUT9,2024-06-12 00:00:00,OHLC_all,last_traded_settlement,92.425,high,Futures settlement price (no trading)
3844,FUT9,2024-06-14 00:00:00,OHLC_all,last_traded_settlement,91.925,high,Futures settlement price (no trading)
3864,FUT9,2024-06-18 00:00:00,OHLC_all,last_traded_settlement,93.625,high,Futures settlement price (no trading)
3928,FUT9,2024-06-28 00:00:00,OHLC_all,last_traded_settlement,92.25,high,Futures settlement price (no trading)
4063,FUT9,2024-07-18 00:00:00,OHLC_all,last_traded_settlement,90.075,high,Futures settlement price (no trading)
4173,FUT9,2024-08-01 00:00:00,OHLC_all,last_traded_settlement,90.575,high,Futures settlement price (no trading)
4281,FUT9,2024-08-15 00:00:00,OHLC_all,last_traded_settlement,88.4,high,Futures settlement price (no trading)
4309,FUT9,2024-08-20 00:00:00,OHLC_all,last_traded_settlement,76.25,high,Futures settlement price (no trading)
4328,FUT9,2024-08-22 00:00:00,OHLC_all,last_traded_settlement,76.275,high,Futures settlement price (no trading)
4415,FUT9,2024-09-05 00:00:00,OHLC_all,last_traded_settlement,77.325,high,Futures settlement price (no trading)
4462,FUT9,2024-09-12 00:00:00,OHLC_all,last_traded_settlement,77.675,high,Futures settlement price (no trading)
4504,FUT9,2024-09-18 00:00:00,OHLC_all,last_traded_settlement,78.5,high,Futures settlement price (no trading)
4612,FUT9,2024-10-02 00:00:00,OHLC_all,last_traded_settlement,79.7,high,Futures settlement price (no trading)
4708,FUT9,2024-10-15 00:00:00,OHLC_all,last_traded_settlement,79.4,high,Futures settlement price (no trading)
4735,FUT9,2024-10-18 00:00:00,OHLC_all,last_traded_settlement,71500.0,high,Futures settlement price (no trading)
4762,FUT9,2024-10-23 00:00:00,OHLC_all,last_traded_settlement,71750.0,high,Futures settlement price (no trading)
4780,FUT9,2024-10-25 00:00:00,OHLC_all,last_traded_settlement,72400.0,high,Futures settlement price (no trading)
4807,FUT9,2024-10-30 00:00:00,OHLC_all,last_traded_settlement,71700.0,high,Futures settlement price (no trading)
4843,FUT9,2024-11-05 00:00:00,OHLC_all,last_traded_settlement,72200.0,high,Futures settlement price (no trading)
4861,FUT9,2024-11-07 00:00:00,OHLC_all,last_traded_settlement,72075.0,high,Futures settlement price (no trading)
4897,FUT9,2024-11-13 00:00:00,OHLC_all,last_traded_settlement,72375.0,high,Futures settlement price (no trading)
4933,FUT9,2024-11-19 00:00:00,OHLC_all,last_traded_settlement,72100.0,high,Futures settlement price (no trading)
4965,FUT9,2024-11-22 00:00:00,OHLC_all,last_traded_settlement,72775.0,high,Futures settlement price (no trading)
4998,FUT9,2024-11-27 00:00:00,OHLC_all,last_traded_settlement,72700.0,high,Futures settlement price (no trading)
5042,FUT9,2024-12-04 00:00:00,OHLC_all,last_traded_settlement,72900.0,high,Futures settlement price (no trading)
5086,FUT9,2024-12-10 00:00:00,OHLC_all,last_traded_settlement,73925.0,high,Futures settlement price (no trading)
5146,FUT9,2024-12-18 00:00:00,OHLC_all,last_traded_settlement,76575.0,high,Futures settlement price (no trading)
5164,FUT9,2024-12-20 00:00:00,OHLC_all,last_traded_settlement,75950.0,high,Futures settlement price (no trading)
5264,FUT9,2025-01-08 00:00:00,OHLC_all,last_traded_settlement,77600.0,high,Futures settlement price (no trading)
5321,FUT9,2025-01-16 00:00:00,OHLC_all,last_traded_settlement,78.225,high,Futures settlement price (no trading)
5399,FUT9,2025-01-29 00:00:00,OHLC_all,last_traded_settlement,79.05,high,Futures settlement price (no trading)
5421,FUT9,2025-01-31 00:00:00,OHLC_all,last_traded_settlement,78.775,high,Futures settlement price (no trading)
5443,FUT9,2025-02-04 00:00:00,OHLC_all,last_traded_settlement,77.95,high,Futures settlement price (no trading)
5497,FUT9,2025-02-11 00:00:00,OHLC_all,last_traded_settlement,79.8,high,Futures settlement price (no trading)
5570,FUT9,2025-02-21 00:00:00,OHLC_all,last_traded_settlement,83.175,high,Futures settlement price (no trading)
5600,FUT9,2025-02-26 00:00:00,OHLC_all,last_traded_settlement,83.325,high,Futures settlement price (no trading)
5621,FUT9,2025-02-28 00:00:00,OHLC_all,last_traded_settlement,82.925,high,Futures settlement price (no trading)
5643,FUT9,2025-03-04 00:00:00,OHLC_all,last_traded_settlement,83.85,high,Futures settlement price (no trading)
5676,FUT9,2025-03-07 00:00:00,OHLC_all,last_traded_settlement,82.35,high,Futures settlement price (no trading)
5753,FUT9,2025-03-18 00:00:00,OHLC_all,last_traded_settlement,83.925,high,Futures settlement price (no trading)
5786,FUT9,2025-03-21 00:00:00,OHLC_all,last_traded_settlement,83.55,high,Futures settlement price (no trading)
5830,FUT9,2025-03-27 00:00:00,OHLC_all,last_traded_settlement,83.375,high,Futures settlement price (no trading)
5929,FUT9,2025-04-09 00:00:00,OHLC_all,last_traded_settlement,77.425,high,Futures settlement price (no trading)
6274,FUT9,2025-05-23 00:00:00,OHLC_all,last_traded_settlement,95.725,high,Futures settlement price (no trading)
6307,FUT9,2025-05-29 00:00:00,OHLC_all,last_traded_settlement,95.75,high,Futures settlement price (no trading)
6341,FUT9,2025-06-03 00:00:00,OHLC_all,last_traded_settlement,96.675,high,Futures settlement price (no trading)
6365,FUT9,2025-06-05 00:00:00,OHLC_all,last_traded_settlement,97.075,high,Futures settlement price (no trading)
6468,FUT9,2025-06-18 00:00:00,OHLC_all,last_traded_settlement,97.375,high,Futures settlement price (no trading)
6501,FUT9,2025-06-24 00:00:00,OHLC_all,last_traded_settlement,98.15,high,Futures settlement price (no trading)
6534,FUT9,2025-06-27 00:00:00,OHLC_all,last_traded_settlement,97.975,high,Futures settlement price (no trading)
6633,FUT9,2025-07-11 00:00:00,OHLC_all,last_traded_settlement,97.75,high,Futures settlement price (no trading)
6657,FUT9,2025-07-15 00:00:00,OHLC_all,last_traded_settlement,96.45,high,Futures settlement price (no trading)
6679,FUT9,2025-07-17 00:00:00,OHLC_all,last_traded_settlement,94.625,high,Futures settlement price (no trading)
6744,FUT9,2025-07-25 00:00:00,OHLC_all,last_traded_settlement,96.45,high,Futures settlement price (no trading)
6776,FUT9,2025-07-30 00:00:00,OHLC_all,last_traded_settlement,95.375,high,Futures settlement price (no trading)
197,FUT1,2023-02-01 00:00:00,Volume,forward_fill,4938.0,medium,
798,FUT1,2023-04-26 00:00:00,Volume,forward_fill,532.0,medium,
1167,FUT1,2023-06-13 00:00:00,Volume,forward_fill,4742.0,medium,
1274,FUT1,2023-06-27 00:00:00,Volume,forward_fill,7008.0,medium,
1442,FUT1,2023-07-18 00:00:00,Volume,forward_fill,1901.0,medium,
1552,FUT1,2023-08-01 00:00:00,Volume,forward_fill,4696.0,medium,
1596,FUT1,2023-08-07 00:00:00,Volume,forward_fill,4696.0,medium,
1618,FUT1,2023-08-09 00:00:00,Volume,forward_fill,4872.0,medium,
2016,FUT1,2023-10-03 00:00:00,Volume,forward_fill,10864.0,medium,
2115,FUT1,2023-10-16 00:00:00,Volume,forward_fill,1427.0,medium,
2198,FUT1,2023-10-27 00:00:00,Volume,forward_fill,17813.0,medium,
2253,FUT1,2023-11-06 00:00:00,Volume,forward_fill,29714.0,medium,
2885,FUT1,2024-02-08 00:00:00,Volume,forward_fill,9920.0,medium,
2992,FUT1,2024-02-23 00:00:00,Volume,forward_fill,36736.0,medium,
3025,FUT1,2024-02-28 00:00:00,Volume,forward_fill,36736.0,medium,
3410,FUT1,2024-04-18 00:00:00,Volume,forward_fill,642.0,medium,
3643,FUT1,2024-05-20 00:00:00,Volume,forward_fill,22603.0,medium,
3834,FUT1,2024-06-14 00:00:00,Volume,forward_fill,0.0,medium,
3873,FUT1,2024-06-21 00:00:00,Volume,forward_fill,22060.0,medium,
4130,FUT1,2024-07-29 00:00:00,Volume,forward_fill,8191.0,medium,
4141,FUT1,2024-07-30 00:00:00,Volume,forward_fill,8191.0,medium,
4229,FUT1,2024-08-09 00:00:00,Volume,forward_fill,6012.0,medium,
4273,FUT1,2024-08-15 00:00:00,Volume,forward_fill,1838.0,medium,
4282,FUT1,2024-08-16 00:00:00,Volume,forward_fill,1838.0,medium,
4602,FUT1,2024-10-02 00:00:00,Volume,forward_fill,10560.0,medium,
4727,FUT1,2024-10-18 00:00:00,Volume,forward_fill,24414.0,medium,
4898,FUT1,2024-11-14 00:00:00,Volume,forward_fill,40706.0,medium,
5218,FUT1,2025-01-02 00:00:00,Volume,forward_fill,16136.0,medium,
5303,FUT1,2025-01-15 00:00:00,Volume,forward_fill,27270.0,medium,
5444,FUT1,2025-02-05 00:00:00,Volume,forward_fill,8911.0,medium,
5710,FUT1,2025-03-13 00:00:00,Volume,forward_fill,34232.0,medium,
6060,FUT1,2025-04-29 00:00:00,Volume,forward_fill,853.0,medium,
6354,FUT1,2025-06-05 00:00:00,Volume,forward_fill,8442.0,medium,
6491,FUT1,2025-06-24 00:00:00,Volume,forward_fill,8644.0,medium,
6745,FUT1,2025-07-28 00:00:00,Volume,forward_fill,10633.0,medium,
28,FUT1,2023-01-06 00:00:00,Open Interest,forward_fill,62660.0,medium,
167,FUT1,2023-01-27 00:00:00,Open Interest,forward_fill,27140.0,medium,
651,FUT1,2023-04-05 00:00:00,Open Interest,forward_fill,0.0,medium,
749,FUT1,2023-04-19 00:00:00,Open Interest,forward_fill,0.0,medium,
769,FUT1,2023-04-21 00:00:00,Open Interest,forward_fill,3043.0,medium,
1024,FUT1,2023-05-25 00:00:00,Open Interest,forward_fill,30809.0,medium,
1048,FUT1,2023-05-30 00:00:00,Open Interest,forward_fill,30554.0,medium,
1107,FUT1,2023-06-06 00:00:00,Open Interest,forward_fill,19705.0,medium,
1475,FUT1,2023-07-21 00:00:00,Open Interest,forward_fill,33793.0,medium,
1712,FUT1,2023-08-22 00:00:00,Open Interest,forward_fill,83234.0,medium,
1862,FUT1,2023-09-13 00:00:00,Open Interest,forward_fill,61862.0,medium,
1961,FUT1,2023-09-26 00:00:00,Open Interest,forward_fill,25882.0,medium,
2049,FUT1,2023-10-06 00:00:00,Open Interest,forward_fill,14731.0,medium,
2151,FUT1,2023-10-20 00:00:00,Open Interest,forward_fill,89187.0,medium,
2225,FUT1,2023-11-01 00:00:00,Open Interest,forward_fill,84849.0,medium,
2378,FUT1,2023-11-22 00:00:00,Open Interest,forward_fill,36275.0,medium,
2501,FUT1,2023-12-11 00:00:00,Open Interest,forward_fill,19399.0,medium,
2614,FUT1,2023-12-28 00:00:00,Open Interest,forward_fill,84047.0,medium,
2661,FUT1,2024-01-05 00:00:00,Open Interest,forward_fill,82761.0,medium,
2916,FUT1,2024-02-13 00:00:00,Open Interest,forward_fill,13221.0,medium,
3201,FUT1,2024-03-21 00:00:00,Open Interest,forward_fill,32362.0,medium,
3312,FUT1,2024-04-05 00:00:00,Open Interest,forward_fill,19075.0,medium,
3451,FUT1,2024-04-24 00:00:00,Open Interest,forward_fill,6034.0,medium,
3544,FUT1,2024-05-07 00:00:00,Open Interest,forward_fill,3608.0,medium,
3685,FUT1,2024-05-24 00:00:00,Open Interest,forward_fill,28254.0,medium,
3716,FUT1,2024-05-30 00:00:00,Open Interest,forward_fill,24881.0,medium,
3737,FUT1,2024-06-03 00:00:00,Open Interest,forward_fill,24881.0,medium,
3855,FUT1,2024-06-18 00:00:00,Open Interest,forward_fill,631163.2018360127,medium,
3890,FUT1,2024-06-25 00:00:00,Open Interest,forward_fill,24156.0,medium,
4097,FUT1,2024-07-24 00:00:00,Open Interest,forward_fill,41974.0,medium,
4635,FUT1,2024-10-07 00:00:00,Open Interest,forward_fill,28099.0,medium,
4853,FUT1,2024-11-07 00:00:00,Open Interest,forward_fill,127654.0,medium,
4955,FUT1,2024-11-22 00:00:00,Open Interest,forward_fill,58248.0,medium,
5265,FUT1,2025-01-09 00:00:00,Open Interest,forward_fill,82412.0,medium,
5351,FUT1,2025-01-23 00:00:00,Open Interest,forward_fill,40422.0,medium,
5531,FUT1,2025-02-18 00:00:00,Open Interest,forward_fill,17794.0,medium,
5666,FUT1,2025-03-07 00:00:00,Open Interest,forward_fill,97820.0,medium,
5831,FUT1,2025-03-28 00:00:00,Open Interest,forward_fill,31565.0,medium,
5886,FUT1,2025-04-04 00:00:00,Open Interest,forward_fill,25556.0,medium,
5941,FUT1,2025-04-11 00:00:00,Open Interest,forward_fill,17361.0,medium,
5995,FUT1,2025-04-21 00:00:00,Open Interest,forward_fill,4040.0,medium,
6209,FUT1,2025-05-16 00:00:00,Open Interest,forward_fill,48153.0,medium,
6354,FUT1,2025-06-05 00:00:00,Open Interest,forward_fill,21937.0,medium,
6601,FUT1,2025-07-09 00:00:00,Open Interest,forward_fill,16854.0,medium,
6755,FUT1,2025-07-29 00:00:00,Open Interest,forward_fill,32684.0,medium,
98,FUT10,2023-01-18 00:00:00,Volume,forward_fill,1248.5495378448188,medium,
108,FUT10,2023-01-19 00:00:00,Volume,forward_fill,1248.5495378448188,medium,
218,FUT10,2023-02-03 00:00:00,Volume,forward_fill,154.0,medium,
760,FUT10,2023-04-20 00:00:00,Volume,forward_fill,7.0,medium,
871,FUT10,2023-05-05 00:00:00,Volume,forward_fill,2.0,medium,
930,FUT10,2023-05-15 00:00:00,Volume,forward_fill,26.0,medium,
942,FUT10,2023-05-16 00:00:00,Volume,forward_fill,26.0,medium,
1940,FUT10,2023-09-22 00:00:00,Volume,forward_fill,4.0,medium,
2368,FUT10,2023-11-21 00:00:00,Volume,forward_fill,26.0,medium,
2737,FUT10,2024-01-18 00:00:00,Volume,forward_fill,31.0,medium,
2981,FUT10,2024-02-22 00:00:00,Volume,forward_fill,4.0,medium,
3802,FUT10,2024-06-11 00:00:00,Volume,forward_fill,8.0,medium,
3900,FUT10,2024-06-26 00:00:00,Volume,forward_fill,43.0,medium,
4001,FUT10,2024-07-11 00:00:00,Volume,forward_fill,0.0,medium,
4120,FUT10,2024-07-26 00:00:00,Volume,forward_fill,102.0,medium,
4164,FUT10,2024-08-01 00:00:00,Volume,forward_fill,93.0,medium,
4208,FUT10,2024-08-07 00:00:00,Volume,forward_fill,131.0,medium,
4625,FUT10,2024-10-04 00:00:00,Volume,forward_fill,5.0,medium,
4945,FUT10,2024-11-21 00:00:00,Volume,forward_fill,0.0,medium,
5066,FUT10,2024-12-09 00:00:00,Volume,forward_fill,37.0,medium,
5246,FUT10,2025-01-07 00:00:00,Volume,forward_fill,2.0,medium,
5256,FUT10,2025-01-08 00:00:00,Volume,forward_fill,2.0,medium,
5372,FUT10,2025-01-27 00:00:00,Volume,forward_fill,16.0,medium,
6298,FUT10,2025-05-29 00:00:00,Volume,forward_fill,203.0,medium,
6343,FUT10,2025-06-04 00:00:00,Volume,forward_fill,21.0,medium,
6355,FUT10,2025-06-05 00:00:00,Volume,forward_fill,21.0,medium,
760,FUT10,2023-04-20 00:00:00,Open Interest,forward_fill,124.0,medium,
1132,FUT10,2023-06-08 00:00:00,Open Interest,forward_fill,213.0,medium,
1227,FUT10,2023-06-21 00:00:00,Open Interest,forward_fill,219.0,medium,
1863,FUT10,2023-09-13 00:00:00,Open Interest,forward_fill,281.0,medium,
1995,FUT10,2023-09-29 00:00:00,Open Interest,forward_fill,394.0,medium,
2786,FUT10,2024-01-25 00:00:00,Open Interest,forward_fill,64.0,medium,
3979,FUT10,2024-07-09 00:00:00,Open Interest,forward_fill,0.0,medium,
4120,FUT10,2024-07-26 00:00:00,Open Interest,forward_fill,503.0,medium,
4153,FUT10,2024-07-31 00:00:00,Open Interest,forward_fill,590.0,medium,
4368,FUT10,2024-08-29 00:00:00,Open Interest,forward_fill,35.0,medium,
4378,FUT10,2024-08-30 00:00:00,Open Interest,forward_fill,35.0,medium,
4506,FUT10,2024-09-19 00:00:00,Open Interest,forward_fill,6294.1889605264505,medium,
5055,FUT10,2024-12-06 00:00:00,Open Interest,forward_fill,612.0,medium,
5455,FUT10,2025-02-06 00:00:00,Open Interest,forward_fill,142.0,medium,
6276,FUT10,2025-05-27 00:00:00,Open Interest,forward_fill,642.0,medium,
6492,FUT10,2025-06-24 00:00:00,Open Interest,forward_fill,509.0,medium,
6503,FUT10,2025-06-25 00:00:00,Open Interest,forward_fill,509.0,medium,
6681,FUT10,2025-07-18 00:00:00,Open Interest,forward_fill,129.0,medium,
389,FUT11,2023-03-02 00:00:00,Volume,forward_fill,7.0,medium,
476,FUT11,2023-03-14 00:00:00,Volume,forward_fill,4.0,medium,
487,FUT11,2023-03-15 00:00:00,Volume,forward_fill,4.0,medium,
641,FUT11,2023-04-04 00:00:00,Volume,forward_fill,36.0,medium,
729,FUT11,2023-04-17 00:00:00,Volume,forward_fill,19.0,medium,
741,FUT11,2023-04-18 00:00:00,Volume,forward_fill,19.0,medium,
1014,FUT11,2023-05-24 00:00:00,Volume,forward_fill,5.0,medium,
1348,FUT11,2023-07-06 00:00:00,Volume,forward_fill,1.0,medium,
3004,FUT11,2024-02-26 00:00:00,Volume,forward_fill,16.0,medium,
3015,FUT11,2024-02-27 00:00:00,Volume,forward_fill,16.0,medium,
3224,FUT11,2024-03-25 00:00:00,Volume,forward_fill,3.0,medium,
3235,FUT11,2024-03-26 00:00:00,Volume,forward_fill,3.0,medium,
3325,FUT11,2024-04-08 00:00:00,Volume,forward_fill,0.0,medium,
5582,FUT11,2025-02-25 00:00:00,Volume,forward_fill,0.0,medium,
5777,FUT11,2025-03-21 00:00:00,Volume,forward_fill,15.0,medium,
5876,FUT11,2025-04-03 00:00:00,Volume,forward_fill,2.0,medium,
5942,FUT11,2025-04-11 00:00:00,Volume,forward_fill,2.0,medium,
5986,FUT11,2025-04-17 00:00:00,Volume,forward_fill,22.0,medium,
6625,FUT11,2025-07-11 00:00:00,Volume,forward_fill,65.0,medium,
476,FUT11,2023-03-14 00:00:00,Open Interest,forward_fill,35.0,medium,
1157,FUT11,2023-06-12 00:00:00,Open Interest,forward_fill,116.0,medium,
1336,FUT11,2023-07-05 00:00:00,Open Interest,forward_fill,37.0,medium,
3004,FUT11,2024-02-26 00:00:00,Open Interest,forward_fill,164.0,medium,
3370,FUT11,2024-04-12 00:00:00,Open Interest,forward_fill,1283.0,medium,
4013,FUT11,2024-07-12 00:00:00,Open Interest,forward_fill,161.0,medium,
5722,FUT11,2025-03-14 00:00:00,Open Interest,forward_fill,5.0,medium,
5865,FUT11,2025-04-02 00:00:00,Open Interest,forward_fill,90.0,medium,
99,FUT2,2023-01-18 00:00:00,Volume,forward_fill,21961.0,medium,
434,FUT2,2023-03-08 00:00:00,Volume,forward_fill,257.0,medium,
533,FUT2,2023-03-21 00:00:00,Volume,forward_fill,165.0,medium,
811,FUT2,2023-04-27 00:00:00,Volume,forward_fill,14754.0,medium,
863,FUT2,2023-05-04 00:00:00,Volume,forward_fill,21877.0,medium,
893,FUT2,2023-05-09 00:00:00,Volume,forward_fill,29771.0,medium,
969,FUT2,2023-05-18 00:00:00,Volume,forward_fill,25868.0,medium,
1111,FUT2,2023-06-06 00:00:00,Volume,forward_fill,21207.0,medium,
1123,FUT2,2023-06-07 00:00:00,Volume,forward_fill,21207.0,medium,
1195,FUT2,2023-06-15 00:00:00,Volume,forward_fill,18885.0,medium,
1566,FUT2,2023-08-02 00:00:00,Volume,forward_fill,1559121.9418913182,medium,
1674,FUT2,2023-08-16 00:00:00,Volume,forward_fill,8000.0,medium,
1734,FUT2,2023-08-24 00:00:00,Volume,forward_fill,13588.0,medium,
2286,FUT2,2023-11-09 00:00:00,Volume,forward_fill,28799.0,medium,
2728,FUT2,2024-01-17 00:00:00,Volume,forward_fill,16283.0,medium,
2867,FUT2,2024-02-06 00:00:00,Volume,forward_fill,21842.0,medium,
2961,FUT2,2024-02-20 00:00:00,Volume,forward_fill,34223.0,medium,
3039,FUT2,2024-02-29 00:00:00,Volume,forward_fill,449.0,medium,
3061,FUT2,2024-03-04 00:00:00,Volume,forward_fill,566.0,medium,
3193,FUT2,2024-03-20 00:00:00,Volume,forward_fill,312.0,medium,
3604,FUT2,2024-05-14 00:00:00,Volume,forward_fill,30455.0,medium,
3635,FUT2,2024-05-17 00:00:00,Volume,forward_fill,18770.0,medium,
4497,FUT2,2024-09-18 00:00:00,Volume,forward_fill,22350.0,medium,
5353,FUT2,2025-01-23 00:00:00,Volume,forward_fill,554376.312126069,medium,
5425,FUT2,2025-02-03 00:00:00,Volume,forward_fill,29163.0,medium,
5563,FUT2,2025-02-21 00:00:00,Volume,forward_fill,248.0,medium,
5724,FUT2,2025-03-14 00:00:00,Volume,forward_fill,283.0,medium,
5801,FUT2,2025-03-25 00:00:00,Volume,forward_fill,329.0,medium,
5867,FUT2,2025-04-02 00:00:00,Volume,forward_fill,559.0,medium,
5955,FUT2,2025-04-14 00:00:00,Volume,forward_fill,382.0,medium,
6201,FUT2,2025-05-15 00:00:00,Volume,forward_fill,21966.0,medium,
6212,FUT2,2025-05-16 00:00:00,Volume,forward_fill,21966.0,medium,
