index,symbol,date,field,method,repaired_value,confidence,note
47,FUT1,2023-01-10 00:00:00,OHLC_all,last_traded_settlement,81.0,high,Futures settlement price (no trading)
67,FUT1,2023-01-12 00:00:00,OHLC_all,last_traded_settlement,79.225,high,Futures settlement price (no trading)
197,FUT1,2023-02-01 00:00:00,OHLC_all,last_traded_settlement,74.8,high,Futures settlement price (no trading)
257,FUT1,2023-02-09 00:00:00,OHLC_all,last_traded_settlement,76.125,high,Futures settlement price (no trading)
297,FUT1,2023-02-15 00:00:00,OHLC_all,last_traded_settlement,75.675,high,Futures settlement price (no trading)
341,FUT1,2023-02-23 00:00:00,OHLC_all,last_traded_settlement,86.575,high,Futures settlement price (no trading)
420,FUT1,2023-03-07 00:00:00,OHLC_all,last_traded_settlement,83.45,high,Futures settlement price (no trading)
442,FUT1,2023-03-09 00:00:00,OHLC_all,last_traded_settlement,85.675,high,Futures settlement price (no trading)
497,FUT1,2023-03-16 00:00:00,OHLC_all,last_traded_settlement,83.775,high,Futures settlement price (no trading)
530,FUT1,2023-03-21 00:00:00,OHLC_all,last_traded_settlement,77.575,high,Futures settlement price (no trading)
618,FUT1,2023-03-31 00:00:00,OHLC_all,last_traded_settlement,76.375,high,Futures settlement price (no trading)
651,FUT1,2023-04-05 00:00:00,OHLC_all,last_traded_settlement,72.25,high,Futures settlement price (no trading)
706,FUT1,2023-04-13 00:00:00,OHLC_all,last_traded_settlement,72.35,high,Futures settlement price (no trading)
808,FUT1,2023-04-27 00:00:00,OHLC_all,last_traded_settlement,78.4,high,Futures settlement price (no trading)
838,FUT1,2023-05-02 00:00:00,OHLC_all,last_traded_settlement,79.35,high,Futures settlement price (no trading)
953,FUT1,2023-05-17 00:00:00,OHLC_all,last_traded_settlement,87.225,high,Futures settlement price (no trading)
1072,FUT1,2023-06-01 00:00:00,OHLC_all,last_traded_settlement,82.825,high,Futures settlement price (no trading)
1131,FUT1,2023-06-08 00:00:00,OHLC_all,last_traded_settlement,87.8,high,Futures settlement price (no trading)
1179,FUT1,2023-06-14 00:00:00,OHLC_all,last_traded_settlement,87.125,high,Futures settlement price (no trading)
1226,FUT1,2023-06-21 00:00:00,OHLC_all,last_traded_settlement,95.55,high,Futures settlement price (no trading)
1274,FUT1,2023-06-27 00:00:00,OHLC_all,last_traded_settlement,93.275,high,Futures settlement price (no trading)
1310,FUT1,2023-06-30 00:00:00,OHLC_all,last_traded_settlement,95.175,high,Futures settlement price (no trading)
1346,FUT1,2023-07-06 00:00:00,OHLC_all,last_traded_settlement,101.2,high,Futures settlement price (no trading)
1382,FUT1,2023-07-11 00:00:00,OHLC_all,last_traded_settlement,98.8,high,Futures settlement price (no trading)
1442,FUT1,2023-07-18 00:00:00,OHLC_all,last_traded_settlement,102.325,high,Futures settlement price (no trading)
1508,FUT1,2023-07-26 00:00:00,OHLC_all,last_traded_settlement,101.8,high,Futures settlement price (no trading)
1530,FUT1,2023-07-28 00:00:00,OHLC_all,last_traded_settlement,101.95,high,Futures settlement price (no trading)
1552,FUT1,2023-08-01 00:00:00,OHLC_all,last_traded_settlement,104.175,high,Futures settlement price (no trading)
1618,FUT1,2023-08-09 00:00:00,OHLC_all,last_traded_settlement,102.075,high,Futures settlement price (no trading)
1640,FUT1,2023-08-11 00:00:00,OHLC_all,last_traded_settlement,101.575,high,Futures settlement price (no trading)
1682,FUT1,2023-08-17 00:00:00,OHLC_all,last_traded_settlement,78.275,high,Futures settlement price (no trading)
1742,FUT1,2023-08-25 00:00:00,OHLC_all,last_traded_settlement,80.65,high,Futures settlement price (no trading)
1772,FUT1,2023-08-30 00:00:00,OHLC_all,last_traded_settlement,80.625,high,Futures settlement price (no trading)
1812,FUT1,2023-09-06 00:00:00,OHLC_all,last_traded_settlement,83.2,high,Futures settlement price (no trading)
1884,FUT1,2023-09-15 00:00:00,OHLC_all,last_traded_settlement,83.35,high,Futures settlement price (no trading)
1906,FUT1,2023-09-19 00:00:00,OHLC_all,last_traded_settlement,83.175,high,Futures settlement price (no trading)
1961,FUT1,2023-09-26 00:00:00,OHLC_all,last_traded_settlement,81.55,high,Futures settlement price (no trading)
1983,FUT1,2023-09-28 00:00:00,OHLC_all,last_traded_settlement,82.075,high,Futures settlement price (no trading)
2071,FUT1,2023-10-10 00:00:00,OHLC_all,last_traded_settlement,81.975,high,Futures settlement price (no trading)
2093,FUT1,2023-10-12 00:00:00,OHLC_all,last_traded_settlement,82.1,high,Futures settlement price (no trading)
2189,FUT1,2023-10-26 00:00:00,OHLC_all,last_traded_settlement,67.425,high,Futures settlement price (no trading)
2244,FUT1,2023-11-03 00:00:00,OHLC_all,last_traded_settlement,73.2,high,Futures settlement price (no trading)
2263,FUT1,2023-11-07 00:00:00,OHLC_all,last_traded_settlement,72.2,high,Futures settlement price (no trading)
2314,FUT1,2023-11-14 00:00:00,OHLC_all,last_traded_settlement,73.725,high,Futures settlement price (no trading)
2345,FUT1,2023-11-17 00:00:00,OHLC_all,last_traded_settlement,71.325,high,Futures settlement price (no trading)
2481,FUT1,2023-12-07 00:00:00,OHLC_all,last_traded_settlement,67.5,high,Futures settlement price (no trading)
2512,FUT1,2023-12-12 00:00:00,OHLC_all,last_traded_settlement,68.175,high,Futures settlement price (no trading)
2543,FUT1,2023-12-15 00:00:00,OHLC_all,last_traded_settlement,67.15,high,Futures settlement price (no trading)
2561,FUT1,2023-12-19 00:00:00,OHLC_all,last_traded_settlement,71.65,high,Futures settlement price (no trading)
2578,FUT1,2023-12-21 00:00:00,OHLC_all,last_traded_settlement,70.225,high,Futures settlement price (no trading)
2680,FUT1,2024-01-09 00:00:00,OHLC_all,last_traded_settlement,70.575,high,Futures settlement price (no trading)
2795,FUT1,2024-01-26 00:00:00,OHLC_all,last_traded_settlement,74.35,high,Futures settlement price (no trading)
2813,FUT1,2024-01-30 00:00:00,OHLC_all,last_traded_settlement,75.2,high,Futures settlement price (no trading)
2875,FUT1,2024-02-07 00:00:00,OHLC_all,last_traded_settlement,73.5,high,Futures settlement price (no trading)
2938,FUT1,2024-02-15 00:00:00,OHLC_all,last_traded_settlement,75.2,high,Futures settlement price (no trading)
3047,FUT1,2024-03-01 00:00:00,OHLC_all,last_traded_settlement,86.775,high,Futures settlement price (no trading)
3069,FUT1,2024-03-05 00:00:00,OHLC_all,last_traded_settlement,86.2,high,Futures settlement price (no trading)
3124,FUT1,2024-03-12 00:00:00,OHLC_all,last_traded_settlement,83.35,high,Futures settlement price (no trading)
3301,FUT1,2024-04-04 00:00:00,OHLC_all,last_traded_settlement,87.925,high,Futures settlement price (no trading)
3335,FUT1,2024-04-09 00:00:00,OHLC_all,last_traded_settlement,89.625,high,Futures settlement price (no trading)
3461,FUT1,2024-04-25 00:00:00,OHLC_all,last_traded_settlement,97.5,high,Futures settlement price (no trading)
3502,FUT1,2024-05-01 00:00:00,OHLC_all,last_traded_settlement,94.275,high,Futures settlement price (no trading)
3522,FUT1,2024-05-03 00:00:00,OHLC_all,last_traded_settlement,93.025,high,Futures settlement price (no trading)
3567,FUT1,2024-05-09 00:00:00,OHLC_all,last_traded_settlement,92.525,high,Futures settlement price (no trading)
3612,FUT1,2024-05-15 00:00:00,OHLC_all,last_traded_settlement,91.775,high,Futures settlement price (no trading)
3633,FUT1,2024-05-17 00:00:00,OHLC_all,last_traded_settlement,98.4,high,Futures settlement price (no trading)
3716,FUT1,2024-05-30 00:00:00,OHLC_all,last_traded_settlement,93.775,high,Futures settlement price (no trading)
3779,FUT1,2024-06-07 00:00:00,OHLC_all,last_traded_settlement,92.25,high,Futures settlement price (no trading)
3823,FUT1,2024-06-13 00:00:00,OHLC_all,last_traded_settlement,91.95,high,Futures settlement price (no trading)
3899,FUT1,2024-06-26 00:00:00,OHLC_all,last_traded_settlement,88.95,high,Futures settlement price (no trading)
3948,FUT1,2024-07-03 00:00:00,OHLC_all,last_traded_settlement,89.375,high,Futures settlement price (no trading)
3978,FUT1,2024-07-09 00:00:00,OHLC_all,last_traded_settlement,89.7,high,Futures settlement price (no trading)
4042,FUT1,2024-07-17 00:00:00,OHLC_all,last_traded_settlement,91.15,high,Futures settlement price (no trading)
4108,FUT1,2024-07-25 00:00:00,OHLC_all,last_traded_settlement,93.8,high,Futures settlement price (no trading)
4141,FUT1,2024-07-30 00:00:00,OHLC_all,last_traded_settlement,91.3,high,Futures settlement price (no trading)
4196,FUT1,2024-08-06 00:00:00,OHLC_all,last_traded_settlement,91.225,high,Futures settlement price (no trading)
4262,FUT1,2024-08-14 00:00:00,OHLC_all,last_traded_settlement,89.9,high,Futures settlement price (no trading)
4357,FUT1,2024-08-28 00:00:00,OHLC_all,last_traded_settlement,82.2,high,Futures settlement price (no trading)
4397,FUT1,2024-09-04 00:00:00,OHLC_all,last_traded_settlement,82.975,high,Futures settlement price (no trading)
4516,FUT1,2024-09-20 00:00:00,OHLC_all,last_traded_settlement,82.25,high,Futures settlement price (no trading)
4559,FUT1,2024-09-26 00:00:00,OHLC_all,last_traded_settlement,82450.0,high,Futures settlement price (no trading)
4602,FUT1,2024-10-02 00:00:00,OHLC_all,last_traded_settlement,83500.0,high,Futures settlement price (no trading)
4656,FUT1,2024-10-09 00:00:00,OHLC_all,last_traded_settlement,84100.0,high,Futures settlement price (no trading)
4700,FUT1,2024-10-15 00:00:00,OHLC_all,last_traded_settlement,84100.0,high,Futures settlement price (no trading)
4727,FUT1,2024-10-18 00:00:00,OHLC_all,last_traded_settlement,77725.0,high,Futures settlement price (no trading)
4763,FUT1,2024-10-24 00:00:00,OHLC_all,last_traded_settlement,80050.0,high,Futures settlement price (no trading)
4799,FUT1,2024-10-30 00:00:00,OHLC_all,last_traded_settlement,82675.0,high,Futures settlement price (no trading)
4817,FUT1,2024-11-01 00:00:00,OHLC_all,last_traded_settlement,83825.0,high,Futures settlement price (no trading)
4844,FUT1,2024-11-06 00:00:00,OHLC_all,last_traded_settlement,81.125,high,Futures settlement price (no trading)
5032,FUT1,2024-12-04 00:00:00,OHLC_all,last_traded_settlement,83.325,high,Futures settlement price (no trading)
5076,FUT1,2024-12-10 00:00:00,OHLC_all,last_traded_settlement,82.95,high,Futures settlement price (no trading)
5147,FUT1,2024-12-19 00:00:00,OHLC_all,last_traded_settlement,83.7,high,Futures settlement price (no trading)
5255,FUT1,2025-01-08 00:00:00,OHLC_all,last_traded_settlement,79.175,high,Futures settlement price (no trading)
5351,FUT1,2025-01-23 00:00:00,OHLC_all,last_traded_settlement,81.4,high,Futures settlement price (no trading)
5444,FUT1,2025-02-05 00:00:00,OHLC_all,last_traded_settlement,85.175,high,Futures settlement price (no trading)
5465,FUT1,2025-02-07 00:00:00,OHLC_all,last_traded_settlement,86.675,high,Futures settlement price (no trading)
5498,FUT1,2025-02-12 00:00:00,OHLC_all,last_traded_settlement,88.7,high,Futures settlement price (no trading)
5520,FUT1,2025-02-14 00:00:00,OHLC_all,last_traded_settlement,89.35,high,Futures settlement price (no trading)
5633,FUT1,2025-03-04 00:00:00,OHLC_all,last_traded_settlement,83.725,high,Futures settlement price (no trading)
5688,FUT1,2025-03-11 00:00:00,OHLC_all,last_traded_settlement,87.925,high,Futures settlement price (no trading)
5710,FUT1,2025-03-13 00:00:00,OHLC_all,last_traded_settlement,86.5,high,Futures settlement price (no trading)
5754,FUT1,2025-03-19 00:00:00,OHLC_all,last_traded_settlement,87.5,high,Futures settlement price (no trading)
5875,FUT1,2025-04-03 00:00:00,OHLC_all,last_traded_settlement,87.475,high,Futures settlement price (no trading)
5941,FUT1,2025-04-11 00:00:00,OHLC_all,last_traded_settlement,86.05,high,Futures settlement price (no trading)
6006,FUT1,2025-04-22 00:00:00,OHLC_all,last_traded_settlement,91.225,high,Futures settlement price (no trading)
6071,FUT1,2025-04-30 00:00:00,OHLC_all,last_traded_settlement,92.525,high,Futures settlement price (no trading)
6094,FUT1,2025-05-02 00:00:00,OHLC_all,last_traded_settlement,92.4,high,Futures settlement price (no trading)
6128,FUT1,2025-05-07 00:00:00,OHLC_all,last_traded_settlement,91.525,high,Futures settlement price (no trading)
6187,FUT1,2025-05-14 00:00:00,OHLC_all,last_traded_settlement,90.975,high,Futures settlement price (no trading)
6231,FUT1,2025-05-20 00:00:00,OHLC_all,last_traded_settlement,99.15,high,Futures settlement price (no trading)
6264,FUT1,2025-05-23 00:00:00,OHLC_all,last_traded_settlement,98.675,high,Futures settlement price (no trading)
6286,FUT1,2025-05-28 00:00:00,OHLC_all,last_traded_settlement,99.325,high,Futures settlement price (no trading)
6402,FUT1,2025-06-11 00:00:00,OHLC_all,last_traded_settlement,103.175,high,Futures settlement price (no trading)
6524,FUT1,2025-06-27 00:00:00,OHLC_all,last_traded_settlement,112.425,high,Futures settlement price (no trading)
6590,FUT1,2025-07-08 00:00:00,OHLC_all,last_traded_settlement,107.225,high,Futures settlement price (no trading)
6623,FUT1,2025-07-11 00:00:00,OHLC_all,last_traded_settlement,107.25,high,Futures settlement price (no trading)
6646,FUT1,2025-07-15 00:00:00,OHLC_all,last_traded_settlement,106.775,high,Futures settlement price (no trading)
6734,FUT1,2025-07-25 00:00:00,OHLC_all,last_traded_settlement,108.2,high,Futures settlement price (no trading)
6766,FUT1,2025-07-30 00:00:00,OHLC_all,last_traded_settlement,107.1,high,Futures settlement price (no trading)
29,FUT10,2023-01-06 00:00:00,OHLC_all,last_traded_settlement,90.05,high,Futures settlement price (no trading)
118,FUT10,2023-01-20 00:00:00,OHLC_all,last_traded_settlement,90.1,high,Futures settlement price (no trading)
158,FUT10,2023-01-26 00:00:00,OHLC_all,last_traded_settlement,90.5,high,Futures settlement price (no trading)
198,FUT10,2023-02-01 00:00:00,OHLC_all,last_traded_settlement,90.85,high,Futures settlement price (no trading)
770,FUT10,2023-04-21 00:00:00,OHLC_all,last_traded_settlement,94.0,high,Futures settlement price (no trading)
809,FUT10,2023-04-27 00:00:00,OHLC_all,last_traded_settlement,95.675,high,Futures settlement price (no trading)
871,FUT10,2023-05-05 00:00:00,OHLC_all,last_traded_settlement,94.475,high,Futures settlement price (no trading)
942,FUT10,2023-05-16 00:00:00,OHLC_all,last_traded_settlement,93.5,high,Futures settlement price (no trading)
966,FUT10,2023-05-18 00:00:00,OHLC_all,last_traded_settlement,93.0,high,Futures settlement price (no trading)
1002,FUT10,2023-05-23 00:00:00,OHLC_all,last_traded_settlement,91.725,high,Futures settlement price (no trading)
1132,FUT10,2023-06-08 00:00:00,OHLC_all,last_traded_settlement,94.7,high,Futures settlement price (no trading)
1239,FUT10,2023-06-22 00:00:00,OHLC_all,last_traded_settlement,95.6,high,Futures settlement price (no trading)
1311,FUT10,2023-06-30 00:00:00,OHLC_all,last_traded_settlement,94.275,high,Futures settlement price (no trading)
1359,FUT10,2023-07-07 00:00:00,OHLC_all,last_traded_settlement,93.8,high,Futures settlement price (no trading)
1443,FUT10,2023-07-18 00:00:00,OHLC_all,last_traded_settlement,93.45,high,Futures settlement price (no trading)
1630,FUT10,2023-08-10 00:00:00,OHLC_all,last_traded_settlement,82.675,high,Futures settlement price (no trading)
1683,FUT10,2023-08-17 00:00:00,OHLC_all,last_traded_settlement,75.15,high,Futures settlement price (no trading)
1733,FUT10,2023-08-24 00:00:00,OHLC_all,last_traded_settlement,75.775,high,Futures settlement price (no trading)
1763,FUT10,2023-08-29 00:00:00,OHLC_all,last_traded_settlement,76.8,high,Futures settlement price (no trading)
1793,FUT10,2023-09-01 00:00:00,OHLC_all,last_traded_settlement,76.8,high,Futures settlement price (no trading)
1833,FUT10,2023-09-08 00:00:00,OHLC_all,last_traded_settlement,76.6,high,Futures settlement price (no trading)
1874,FUT10,2023-09-14 00:00:00,OHLC_all,last_traded_settlement,75.7,high,Futures settlement price (no trading)
1907,FUT10,2023-09-19 00:00:00,OHLC_all,last_traded_settlement,76.6,high,Futures settlement price (no trading)
1973,FUT10,2023-09-27 00:00:00,OHLC_all,last_traded_settlement,76.0,high,Futures settlement price (no trading)
2094,FUT10,2023-10-12 00:00:00,OHLC_all,last_traded_settlement,75.45,high,Futures settlement price (no trading)
2368,FUT10,2023-11-21 00:00:00,OHLC_all,last_traded_settlement,80.275,high,Futures settlement price (no trading)
2747,FUT10,2024-01-19 00:00:00,OHLC_all,last_traded_settlement,82.0,high,Futures settlement price (no trading)
3411,FUT10,2024-04-18 00:00:00,OHLC_all,last_traded_settlement,93.7,high,Futures settlement price (no trading)
3492,FUT10,2024-04-30 00:00:00,OHLC_all,last_traded_settlement,93.825,high,Futures settlement price (no trading)
3675,FUT10,2024-05-23 00:00:00,OHLC_all,last_traded_settlement,96.0,high,Futures settlement price (no trading)
3813,FUT10,2024-06-12 00:00:00,OHLC_all,last_traded_settlement,93.575,high,Futures settlement price (no trading)
3910,FUT10,2024-06-27 00:00:00,OHLC_all,last_traded_settlement,91.95,high,Futures settlement price (no trading)
3979,FUT10,2024-07-09 00:00:00,OHLC_all,last_traded_settlement,91.4,high,Futures settlement price (no trading)
4001,FUT10,2024-07-11 00:00:00,OHLC_all,last_traded_settlement,87.975,high,Futures settlement price (no trading)
4109,FUT10,2024-07-25 00:00:00,OHLC_all,last_traded_settlement,78.525,high,Futures settlement price (no trading)
4175,FUT10,2024-08-02 00:00:00,OHLC_all,last_traded_settlement,77.575,high,Futures settlement price (no trading)
4219,FUT10,2024-08-08 00:00:00,OHLC_all,last_traded_settlement,76.05,high,Futures settlement price (no trading)
4358,FUT10,2024-08-28 00:00:00,OHLC_all,last_traded_settlement,69.65,high,Futures settlement price (no trading)
4538,FUT10,2024-09-24 00:00:00,OHLC_all,last_traded_settlement,72.425,high,Futures settlement price (no trading)
4592,FUT10,2024-10-01 00:00:00,OHLC_all,last_traded_settlement,72.475,high,Futures settlement price (no trading)
4625,FUT10,2024-10-04 00:00:00,OHLC_all,last_traded_settlement,72.825,high,Futures settlement price (no trading)
4945,FUT10,2024-11-21 00:00:00,OHLC_all,last_traded_settlement,75.625,high,Futures settlement price (no trading)
5033,FUT10,2024-12-04 00:00:00,OHLC_all,last_traded_settlement,75.6,high,Futures settlement price (no trading)
5077,FUT10,2024-12-10 00:00:00,OHLC_all,last_traded_settlement,76425.0,high,Futures settlement price (no trading)
5342,FUT10,2025-01-22 00:00:00,OHLC_all,last_traded_settlement,81425.0,high,Futures settlement price (no trading)
5362,FUT10,2025-01-24 00:00:00,OHLC_all,last_traded_settlement,81.6,high,Futures settlement price (no trading)
5412,FUT10,2025-01-31 00:00:00,OHLC_all,last_traded_settlement,82.8,high,Futures settlement price (no trading)
5466,FUT10,2025-02-07 00:00:00,OHLC_all,last_traded_settlement,83.15,high,Futures settlement price (no trading)
5488,FUT10,2025-02-11 00:00:00,OHLC_all,last_traded_settlement,83.825,high,Futures settlement price (no trading)
5510,FUT10,2025-02-13 00:00:00,OHLC_all,last_traded_settlement,84.0,high,Futures settlement price (no trading)
6018,FUT10,2025-04-23 00:00:00,OHLC_all,last_traded_settlement,93.5,high,Futures settlement price (no trading)
6061,FUT10,2025-04-29 00:00:00,OHLC_all,last_traded_settlement,93.8,high,Futures settlement price (no trading)
6152,FUT10,2025-05-09 00:00:00,OHLC_all,last_traded_settlement,94.55,high,Futures settlement price (no trading)
6176,FUT10,2025-05-13 00:00:00,OHLC_all,last_traded_settlement,95.0,high,Futures settlement price (no trading)
6232,FUT10,2025-05-20 00:00:00,OHLC_all,last_traded_settlement,95.025,high,Futures settlement price (no trading)
6298,FUT10,2025-05-29 00:00:00,OHLC_all,last_traded_settlement,95.75,high,Futures settlement price (no trading)
6331,FUT10,2025-06-03 00:00:00,OHLC_all,last_traded_settlement,96.4,high,Futures settlement price (no trading)
6391,FUT10,2025-06-10 00:00:00,OHLC_all,last_traded_settlement,97.9,high,Futures settlement price (no trading)
6503,FUT10,2025-06-25 00:00:00,OHLC_all,last_traded_settlement,96.8,high,Futures settlement price (no trading)
6547,FUT10,2025-07-01 00:00:00,OHLC_all,last_traded_settlement,96.85,high,Futures settlement price (no trading)
6591,FUT10,2025-07-08 00:00:00,OHLC_all,last_traded_settlement,97.0,high,Futures settlement price (no trading)
6659,FUT10,2025-07-16 00:00:00,OHLC_all,last_traded_settlement,94.475,high,Futures settlement price (no trading)
389,FUT11,2023-03-02 00:00:00,OHLC_all,last_traded_settlement,100.5,high,Futures settlement price (no trading)
443,FUT11,2023-03-09 00:00:00,OHLC_all,last_traded_settlement,99.5,high,Futures settlement price (no trading)
487,FUT11,2023-03-15 00:00:00,OHLC_all,last_traded_settlement,98.8,high,Futures settlement price (no trading)
641,FUT11,2023-04-04 00:00:00,OHLC_all,last_traded_settlement,95.9,high,Futures settlement price (no trading)
718,FUT11,2023-04-14 00:00:00,OHLC_all,last_traded_settlement,93.5,high,Futures settlement price (no trading)
741,FUT11,2023-04-18 00:00:00,OHLC_all,last_traded_settlement,94.725,high,Futures settlement price (no trading)
1014,FUT11,2023-05-24 00:00:00,OHLC_all,last_traded_settlement,90.125,high,Futures settlement price (no trading)
1038,FUT11,2023-05-26 00:00:00,OHLC_all,last_traded_settlement,90.0,high,Futures settlement price (no trading)
1169,FUT11,2023-06-13 00:00:00,OHLC_all,last_traded_settlement,93.6,high,Futures settlement price (no trading)
1276,FUT11,2023-06-27 00:00:00,OHLC_all,last_traded_settlement,84.75,high,Futures settlement price (no trading)
1348,FUT11,2023-07-06 00:00:00,OHLC_all,last_traded_settlement,81.0,high,Futures settlement price (no trading)
1396,FUT11,2023-07-12 00:00:00,OHLC_all,last_traded_settlement,77.975,high,Futures settlement price (no trading)
1455,FUT11,2023-07-19 00:00:00,OHLC_all,last_traded_settlement,77.125,high,Futures settlement price (no trading)
1565,FUT11,2023-08-02 00:00:00,OHLC_all,last_traded_settlement,77.0,high,Futures settlement price (no trading)
1609,FUT11,2023-08-08 00:00:00,OHLC_all,last_traded_settlement,77.0,high,Futures settlement price (no trading)
2993,FUT11,2024-02-23 00:00:00,OHLC_all,last_traded_settlement,91.8,high,Futures settlement price (no trading)
3015,FUT11,2024-02-27 00:00:00,OHLC_all,last_traded_settlement,90.6,high,Futures settlement price (no trading)
3048,FUT11,2024-03-01 00:00:00,OHLC_all,last_traded_settlement,92.15,high,Futures settlement price (no trading)
3103,FUT11,2024-03-08 00:00:00,OHLC_all,last_traded_settlement,92.525,high,Futures settlement price (no trading)
3158,FUT11,2024-03-15 00:00:00,OHLC_all,last_traded_settlement,93.1,high,Futures settlement price (no trading)
3202,FUT11,2024-03-21 00:00:00,OHLC_all,last_traded_settlement,93.3,high,Futures settlement price (no trading)
3235,FUT11,2024-03-26 00:00:00,OHLC_all,last_traded_settlement,93.7,high,Futures settlement price (no trading)
3302,FUT11,2024-04-04 00:00:00,OHLC_all,last_traded_settlement,94.25,high,Futures settlement price (no trading)
3336,FUT11,2024-04-09 00:00:00,OHLC_all,last_traded_settlement,94.4,high,Futures settlement price (no trading)
3370,FUT11,2024-04-12 00:00:00,OHLC_all,last_traded_settlement,94.35,high,Futures settlement price (no trading)
3453,FUT11,2024-04-24 00:00:00,OHLC_all,last_traded_settlement,96.0,high,Futures settlement price (no trading)
4013,FUT11,2024-07-12 00:00:00,OHLC_all,last_traded_settlement,74675.0,high,Futures settlement price (no trading)
5582,FUT11,2025-02-25 00:00:00,OHLC_all,last_traded_settlement,94550.0,high,Futures settlement price (no trading)
5755,FUT11,2025-03-19 00:00:00,OHLC_all,last_traded_settlement,94.2,high,Futures settlement price (no trading)
5810,FUT11,2025-03-26 00:00:00,OHLC_all,last_traded_settlement,94.05,high,Futures settlement price (no trading)
5876,FUT11,2025-04-03 00:00:00,OHLC_all,last_traded_settlement,94.0,high,Futures settlement price (no trading)
5986,FUT11,2025-04-17 00:00:00,OHLC_all,last_traded_settlement,93.825,high,Futures settlement price (no trading)
6603,FUT11,2025-07-09 00:00:00,OHLC_all,last_traded_settlement,80.35,high,Futures settlement price (no trading)
6648,FUT11,2025-07-15 00:00:00,OHLC_all,last_traded_settlement,79.5,high,Futures settlement price (no trading)
20,FUT2,2023-01-05 00:00:00,OHLC_all,last_traded_settlement,92.525,high,Futures settlement price (no trading)
69,FUT2,2023-01-12 00:00:00,OHLC_all,last_traded_settlement,88.35,high,Futures settlement price (no trading)
109,FUT2,2023-01-19 00:00:00,OHLC_all,last_traded_settlement,86.15,high,Futures settlement price (no trading)
149,FUT2,2023-01-25 00:00:00,OHLC_all,last_traded_settlement,85.525,high,Futures settlement price (no trading)
199,FUT2,2023-02-01 00:00:00,OHLC_all,last_traded_settlement,86.15,high,Futures settlement price (no trading)
219,FUT2,2023-02-03 00:00:00,OHLC_all,last_traded_settlement,86.0,high,Futures settlement price (no trading)
259,FUT2,2023-02-09 00:00:00,OHLC_all,last_traded_settlement,84.025,high,Futures settlement price (no trading)
307,FUT2,2023-02-16 00:00:00,OHLC_all,last_traded_settlement,86.225,high,Futures settlement price (no trading)
333,FUT2,2023-02-22 00:00:00,OHLC_all,last_traded_settlement,97.05,high,Futures settlement price (no trading)
351,FUT2,2023-02-24 00:00:00,OHLC_all,last_traded_settlement,96.125,high,Futures settlement price (no trading)
456,FUT2,2023-03-10 00:00:00,OHLC_all,last_traded_settlement,92.575,high,Futures settlement price (no trading)
489,FUT2,2023-03-15 00:00:00,OHLC_all,last_traded_settlement,93.675,high,Futures settlement price (no trading)
533,FUT2,2023-03-21 00:00:00,OHLC_all,last_traded_settlement,85.025,high,Futures settlement price (no trading)
555,FUT2,2023-03-23 00:00:00,OHLC_all,last_traded_settlement,82.925,high,Futures settlement price (no trading)
610,FUT2,2023-03-30 00:00:00,OHLC_all,last_traded_settlement,84.3,high,Futures settlement price (no trading)
709,FUT2,2023-04-13 00:00:00,OHLC_all,last_traded_settlement,81.525,high,Futures settlement price (no trading)
791,FUT2,2023-04-25 00:00:00,OHLC_all,last_traded_settlement,87.325,high,Futures settlement price (no trading)
821,FUT2,2023-04-28 00:00:00,OHLC_all,last_traded_settlement,89.925,high,Futures settlement price (no trading)
863,FUT2,2023-05-04 00:00:00,OHLC_all,last_traded_settlement,88.15,high,Futures settlement price (no trading)
893,FUT2,2023-05-09 00:00:00,OHLC_all,last_traded_settlement,83.275,high,Futures settlement price (no trading)
1040,FUT2,2023-05-26 00:00:00,OHLC_all,last_traded_settlement,77000.0,high,Futures settlement price (no trading)
1123,FUT2,2023-06-07 00:00:00,OHLC_all,last_traded_settlement,88450.0,high,Futures settlement price (no trading)
1195,FUT2,2023-06-15 00:00:00,OHLC_all,last_traded_settlement,93000.0,high,Futures settlement price (no trading)
1242,FUT2,2023-06-22 00:00:00,OHLC_all,last_traded_settlement,92825.0,high,Futures settlement price (no trading)
1386,FUT2,2023-07-11 00:00:00,OHLC_all,last_traded_settlement,94.3,high,Futures settlement price (no trading)
1456,FUT2,2023-07-19 00:00:00,OHLC_all,last_traded_settlement,81.65,high,Futures settlement price (no trading)
1511,FUT2,2023-07-26 00:00:00,OHLC_all,last_traded_settlement,84.4,high,Futures settlement price (no trading)
1566,FUT2,2023-08-02 00:00:00,OHLC_all,last_traded_settlement,85.625,high,Futures settlement price (no trading)
1664,FUT2,2023-08-15 00:00:00,OHLC_all,last_traded_settlement,79.05,high,Futures settlement price (no trading)
1764,FUT2,2023-08-29 00:00:00,OHLC_all,last_traded_settlement,73.375,high,Futures settlement price (no trading)
1794,FUT2,2023-09-01 00:00:00,OHLC_all,last_traded_settlement,74.5,high,Futures settlement price (no trading)
1824,FUT2,2023-09-07 00:00:00,OHLC_all,last_traded_settlement,74.65,high,Futures settlement price (no trading)
1865,FUT2,2023-09-13 00:00:00,OHLC_all,last_traded_settlement,76.825,high,Futures settlement price (no trading)
1887,FUT2,2023-09-15 00:00:00,OHLC_all,last_traded_settlement,75.125,high,Futures settlement price (no trading)
1942,FUT2,2023-09-22 00:00:00,OHLC_all,last_traded_settlement,74.475,high,Futures settlement price (no trading)
