Symbol,Timestamp,Open,High,Low,Close,Volume,Open Interest,Date,Close_confidence_lower,Close_confidence_upper,Close_is_imputed,Volume_confidence_lower,Volume_confidence_upper,Volume_is_imputed,Open Interest_confidence_lower,Open Interest_confidence_upper,Open Interest_is_imputed
FUT1,44999.0,86.225,86.325,85.025,85.525,22379.0,53939.0,2023-03-14,85.525,85.525,False,22379.0,22379.0,False,53939.0,53939.0,False
FUT1,45000.0,85.2,85.4,83.575,83.775,30113.0,49167.0,2023-03-15,83.775,83.775,False,30113.0,30113.0,False,49167.0,49167.0,False
FUT1,45001.0,83.775,83.775,83.775,83.775,43358.0,46574.0,2023-03-16,74.80149699963494,92.74850300036508,True,43358.0,43358.0,False,46574.0,46574.0,False
FUT1,45005.0,78.7,79.025,77.425,77.575,21236.0,39547.0,2023-03-20,77.575,77.575,False,21236.0,21236.0,False,39547.0,39547.0,False
FUT1,45006.0,77.575,77.575,77.575,77.575,12827.0,36528.0,2023-03-21,68.713672464459,86.43632753554101,True,12827.0,12827.0,False,36528.0,36528.0,False
FUT1,45007.0,77.1,77.5,75.95,76.05,0.0,0.0,2023-03-22,76.05,76.05,False,0.0,0.0,False,0.0,0.0,False
FUT1,45008.0,76.075,76.45,75.125,76.125,0.0,0.0,2023-03-23,76.125,76.125,False,0.0,0.0,False,0.0,0.0,False
FUT1,45009.0,75.75,77.525,75.625,77.15,9243.0,31635.0,2023-03-24,77.15,77.15,False,9243.0,9243.0,False,31635.0,31635.0,False
FUT1,45012.0,77.225,79.95,77.175,78.45,10158.0,30586.0,2023-03-27,78.45,78.45,False,10158.0,10158.0,False,30586.0,30586.0,False
FUT1,45013.0,78.0,78.25,77.4,77.55,6354.0,29489.0,2023-03-28,77.55,77.55,False,6354.0,6354.0,False,29489.0,29489.0,False
FUT1,45014.0,77.15,77.6,76.65,76.85,5738.0,29026.0,2023-03-29,76.85,76.85,False,5738.0,5738.0,False,29026.0,29026.0,False
FUT1,45015.0,76.775,77.3,76.35,76.375,4846.0,28318.0,2023-03-30,76.375,76.375,False,4846.0,4846.0,False,28318.0,28318.0,False
FUT1,45016.0,76.375,76.375,76.375,76.375,7190.0,29489.0,2023-03-31,67.82693784143642,84.92306215856358,True,7190.0,7190.0,False,-521203.9013964286,580181.9013964286,True
FUT1,45020.0,74.525,75.25,72.1,72.25,0.0,0.0,2023-04-04,72.25,72.25,False,0.0,0.0,False,0.0,0.0,False
FUT1,45022.0,73.4,74.25,73.375,73.975,6841.0,21103.0,2023-04-06,73.975,73.975,False,6841.0,6841.0,False,21103.0,21103.0,False
FUT1,45027.0,73.0,73.3,72.85,73.125,3726.0,19832.0,2023-04-11,73.125,73.125,False,3726.0,3726.0,False,19832.0,19832.0,False
FUT1,45028.0,72.975,74.25,72.025,72.35,4094.0,19180.0,2023-04-12,72.35,72.35,False,4094.0,4094.0,False,19180.0,19180.0,False
FUT1,45029.0,72.35,73.775,72.35,72.35,0.0,0.0,2023-04-13,63.36526709775546,81.33473290224453,True,0.0,0.0,False,0.0,0.0,False
FUT1,45030.0,71.9,72.82499999999999,71.575,71.85,2379.0,16278.0,2023-04-14,71.85,71.85,False,2379.0,2379.0,False,16278.0,16278.0,False
FUT1,45033.0,71.85,73.3,71.75,71.875,2059.0,16070.0,2023-04-17,71.875,71.875,False,2059.0,2059.0,False,16070.0,16070.0,False
FUT1,45034.0,80.85,81.1,78.5,78.525,0.0,0.0,2023-04-18,78.525,78.525,False,0.0,0.0,False,0.0,0.0,False
FUT1,45036.0,78.25,78.25,76.75,77.3,733.0,3043.0,2023-04-20,77.3,77.3,False,733.0,733.0,False,3043.0,3043.0,False
FUT1,45040.0,77.175,78.15,77.05,77.925,460.0,3483.0,2023-04-24,77.925,77.925,False,460.0,460.0,False,3483.0,3483.0,False
FUT1,45041.0,77.175,77.5,76.825,76.975,532.0,3632.0,2023-04-25,76.975,76.975,False,532.0,532.0,False,3632.0,3632.0,False
FUT1,45043.0,78.4,78.4,78.4,78.4,350.0,4101.0,2023-04-27,69.25339512990107,87.54660487009895,True,350.0,350.0,False,4101.0,4101.0,False
FUT1,45044.0,78.175,79.8,78.175,79.725,776.0,4423.0,2023-04-28,79.725,79.725,False,776.0,776.0,False,4423.0,4423.0,False
FUT1,45047.0,79.4,79.55,78.8,79.35,0.0,0.0,2023-05-01,79.35,79.35,False,0.0,0.0,False,0.0,0.0,False
FUT1,45048.0,79.35,79.35,79.35,79.35,638.0,4280.0,2023-05-02,70.21821624345652,88.48178375654346,True,638.0,638.0,False,4280.0,4280.0,False
FUT1,45049.0,78.8,78.9,78.075,78.15,1004.0,4268.0,2023-05-03,78.15,78.15,False,1004.0,1004.0,False,4268.0,4268.0,False
FUT1,45050.0,77.75,77.825,77.0,77.0,576.0,4379.0,2023-05-04,77.0,77.0,False,576.0,576.0,False,4379.0,4379.0,False
FUT1,45051.0,76.7,76.7,75.3,75.4,1501.0,3945.0,2023-05-05,75.4,75.4,False,1501.0,1501.0,False,3945.0,3945.0,False
FUT1,45055.0,75.65,76.45,75.65,76.275,584.0,3741.0,2023-05-09,76.275,76.275,False,584.0,584.0,False,3741.0,3741.0,False
FUT1,45056.0,76.5,76.975,76.425,76.6,459.0,3668.0,2023-05-10,76.6,76.6,False,459.0,459.0,False,3668.0,3668.0,False
FUT1,45057.0,76.675,76.95,76.55,76.6,821.0,3707.0,2023-05-11,76.6,76.6,False,821.0,821.0,False,3707.0,3707.0,False
FUT1,45062.0,86.1,87.35,86.075,87.225,23204.0,53960.0,2023-05-16,87.225,87.225,False,23204.0,23204.0,False,53960.0,53960.0,False
FUT1,45063.0,87.225,87.225,87.225,87.225,29130.0,47047.0,2023-05-17,77.82471616608348,96.62528383391651,True,29130.0,29130.0,False,47047.0,47047.0,False
FUT1,45068.0,83.45,83.825,81.675,81.875,15224.0,32043.0,2023-05-22,81.875,81.875,False,15224.0,15224.0,False,32043.0,32043.0,False
FUT1,45069.0,81.825,82.175,79.775,80.425,16559.0,32346.0,2023-05-23,80.425,80.425,False,16559.0,16559.0,False,32346.0,32346.0,False
FUT1,45070.0,80.675,81.475,79.4,79.575,11693.0,30809.0,2023-05-24,79.575,79.575,False,11693.0,11693.0,False,30809.0,30809.0,False
FUT1,45072.0,77.25,77.725,75.45,76.25,9845.0,30554.0,2023-05-26,76.25,76.25,False,9845.0,9845.0,False,30554.0,30554.0,False
FUT1,45077.0,81.325,82.925,81.325,82.825,10925.0,25843.0,2023-05-31,82.825,82.825,False,10925.0,10925.0,False,25843.0,25843.0,False
FUT1,45078.0,82.825,82.825,82.825,82.825,10316.0,22854.0,2023-06-01,73.41069234838153,92.23930765161847,True,10316.0,10316.0,False,22854.0,22854.0,False
FUT1,45079.0,84.0,87.0,83.85,86.7,12729.0,19705.0,2023-06-02,86.7,86.7,False,12729.0,12729.0,False,19705.0,19705.0,False
FUT1,45084.0,87.5,88.3,87.125,87.8,6709.0,15887.0,2023-06-07,87.8,87.8,False,6709.0,6709.0,False,15887.0,15887.0,False
FUT1,45085.0,87.8,87.8,87.8,87.8,5958.0,15035.0,2023-06-08,78.10690840250057,97.49309159749943,True,5958.0,5958.0,False,15035.0,15035.0,False
FUT1,45089.0,87.5,87.9,87.1,87.175,4742.0,13165.0,2023-06-12,87.175,87.175,False,4742.0,4742.0,False,13165.0,13165.0,False
FUT1,45091.0,87.125,87.125,87.125,87.125,1653.0,12291.0,2023-06-14,77.20559397850813,97.04440602149187,True,1653.0,1653.0,False,12291.0,12291.0,False
FUT1,45092.0,92.5,94.3,91.175,91.925,20461.0,32814.0,2023-06-15,91.925,91.925,False,20461.0,20461.0,False,32814.0,32814.0,False
FUT1,45093.0,92.1,93.725,92.1,92.9,16256.0,29927.0,2023-06-16,92.9,92.9,False,16256.0,16256.0,False,29927.0,29927.0,False
FUT1,45097.0,94.5,95.975,94.25,95.55,14133.0,25867.0,2023-06-20,95.55,95.55,False,14133.0,14133.0,False,25867.0,25867.0,False
FUT1,45098.0,95.55,95.55,95.55,95.55,8455.0,23654.0,2023-06-21,84.39336827276372,106.70663172723627,True,8455.0,8455.0,False,23654.0,23654.0,False
FUT1,45103.0,92.2,94.775,92.2,93.275,7008.0,18687.0,2023-06-26,93.275,93.275,False,7008.0,7008.0,False,18687.0,18687.0,False
FUT1,45106.0,93.9,95.6,93.625,95.175,8455.0,18124.0,2023-06-29,95.175,95.175,False,-14636.416720489935,31546.416720489935,True,18124.0,18124.0,False
FUT1,45107.0,95.175,95.175,95.175,95.175,4648.0,17500.0,2023-06-30,82.52372120195002,107.82627879804997,True,4648.0,4648.0,False,17500.0,17500.0,False
FUT1,45112.0,98.5,101.775,98.5,101.2,9035.0,14162.0,2023-07-05,101.2,101.2,False,9035.0,9035.0,False,14162.0,14162.0,False
FUT1,45113.0,101.2,101.2,101.2,101.2,9532.0,12704.0,2023-07-06,87.11869262056523,115.28130737943478,True,9532.0,9532.0,False,12704.0,12704.0,False
FUT1,45117.0,99.5,99.8,98.55,98.8,4542.0,11438.0,2023-07-10,98.8,98.8,False,4542.0,4542.0,False,11438.0,11438.0,False
FUT1,45118.0,98.8,98.8,98.8,98.8,5776.0,11100.0,2023-07-11,83.25995761354295,114.34004238645704,True,5776.0,5776.0,False,11100.0,11100.0,False
FUT1,45121.0,102.0,102.325,101.625,102.15,2190.0,9560.0,2023-07-14,102.15,102.15,False,2190.0,2190.0,False,9560.0,9560.0,False
FUT1,45124.0,102.425,102.5,102.325,102.325,1901.0,9058.0,2023-07-17,102.325,102.325,False,1901.0,1901.0,False,9058.0,9058.0,False
FUT1,45131.0,101.0,101.4,99.95,100.275,8723.0,29081.0,2023-07-24,100.275,100.275,False,8723.0,8723.0,False,29081.0,29081.0,False
FUT1,45132.0,101.05,101.975,100.55,101.8,9124.0,27715.0,2023-07-25,101.8,101.8,False,9124.0,9124.0,False,27715.0,27715.0,False
FUT1,45133.0,101.8,101.8,101.8,101.8,7820.0,26411.0,2023-07-26,83.05856966082385,120.54143033917615,True,7820.0,7820.0,False,26411.0,26411.0,False
FUT1,45134.0,101.65,102.15,101.4,101.95,4760.0,25176.0,2023-07-27,101.95,101.95,False,4760.0,4760.0,False,25176.0,25176.0,False
FUT1,45135.0,101.95,101.95,101.95,101.95,8371.0,23961.0,2023-07-28,82.13598376384081,121.7640162361592,True,-4156.879551258764,20898.879551258764,True,23961.0,23961.0,False
FUT1,45138.0,102.7,104.275,102.175,104.175,4696.0,23307.0,2023-07-31,104.175,104.175,False,4696.0,4696.0,False,23307.0,23307.0,False
FUT1,45146.0,102.125,102.65,101.7,102.075,4872.0,13990.0,2023-08-08,102.075,102.075,False,4872.0,4872.0,False,13990.0,13990.0,False
FUT1,45148.0,101.4,101.8,101.3,101.575,4053.0,11303.0,2023-08-10,101.575,101.575,False,4053.0,4053.0,False,11303.0,11303.0,False
FUT1,45149.0,101.575,101.575,101.575,101.575,1959.0,10643.0,2023-08-11,80.22586064000637,122.92413935999363,True,1959.0,1959.0,False,10643.0,10643.0,False
FUT1,45152.0,101.85,102.25,101.775,102.25,2031.0,10001.0,2023-08-14,102.25,102.25,False,2031.0,2031.0,False,10001.0,10001.0,False
FUT1,45153.0,79.0,79.875,77.95,78.2,20001.0,85731.0,2023-08-15,78.2,78.2,False,20001.0,20001.0,False,85731.0,85731.0,False
FUT1,45154.0,78.4,78.725,77.75,78.275,0.0,0.0,2023-08-16,78.275,78.275,False,0.0,0.0,False,0.0,0.0,False
FUT1,45155.0,78.275,78.275,78.275,78.275,16903.0,83234.0,2023-08-17,56.475319758862994,100.07468024113702,True,16903.0,16903.0,False,83234.0,83234.0,False
FUT1,45161.0,79.4,80.35,78.425,78.55,24077.0,79336.0,2023-08-23,78.55,78.55,False,24077.0,24077.0,False,79336.0,79336.0,False
FUT1,45162.0,78.35,80.8,78.25,80.65,26686.0,82427.0,2023-08-24,80.65,80.65,False,26686.0,26686.0,False,82427.0,82427.0,False
FUT1,45163.0,80.65,80.65,80.65,80.65,28777.0,80734.0,2023-08-25,59.33660065767491,101.9633993423251,True,28777.0,28777.0,False,80734.0,80734.0,False
FUT1,45166.0,78.9,81.925,78.85,81.75,18878.0,82186.0,2023-08-28,81.75,81.75,False,18878.0,18878.0,False,82186.0,82186.0,False
FUT1,45167.0,81.975,82.2,80.55,80.625,21266.0,79447.0,2023-08-29,80.625,80.625,False,21266.0,21266.0,False,79447.0,79447.0,False
FUT1,45168.0,80.625,80.625,80.625,80.625,25863.0,82109.0,2023-08-30,60.163549474020215,101.08645052597979,True,25863.0,25863.0,False,82109.0,82109.0,False
FUT1,45169.0,83.6,84.25,81.725,82.85,27009.0,78007.0,2023-08-31,82.85,82.85,False,27009.0,27009.0,False,78007.0,78007.0,False
FUT1,45170.0,82.8,83.375,81.975,83.125,16726.0,77509.0,2023-09-01,83.125,83.125,False,16726.0,16726.0,False,77509.0,77509.0,False
FUT1,45174.0,83.725,84.725,83.05,83.2,23101.0,79447.0,2023-09-05,83.2,83.2,False,23101.0,23101.0,False,26150.402431914445,132743.59756808556,True
FUT1,45175.0,83.2,83.2,83.2,83.2,21424.0,72000.0,2023-09-06,63.72121652541624,102.67878347458377,True,21424.0,21424.0,False,72000.0,72000.0,False
FUT1,45177.0,82.8,82.825,80.95,81.625,32167.0,61862.0,2023-09-08,81.625,81.625,False,32167.0,32167.0,False,61862.0,61862.0,False
FUT1,45183.0,83.325,84.225,82.825,83.35,26316.0,40682.0,2023-09-14,83.35,83.35,False,26316.0,26316.0,False,40682.0,40682.0,False
FUT1,45184.0,83.35,83.35,83.35,83.35,13797.0,39206.0,2023-09-15,64.2792572743654,102.42074272563458,True,13797.0,13797.0,False,39206.0,39206.0,False
FUT1,45187.0,82.95,83.8,81.875,83.175,0.0,0.0,2023-09-18,83.175,83.175,False,0.0,0.0,False,0.0,0.0,False
FUT1,45188.0,83.175,83.175,83.175,83.175,12918.0,35623.0,2023-09-19,64.28682635050282,102.06317364949717,True,12918.0,12918.0,False,35623.0,35623.0,False
FUT1,45189.0,84.975,86.125,84.275,85.8,12767.0,35351.0,2023-09-20,85.8,85.8,False,12767.0,12767.0,False,35351.0,35351.0,False
FUT1,45190.0,84.9,84.95,82.725,82.95,12898.0,32623.0,2023-09-21,82.95,82.95,False,12898.0,12898.0,False,32623.0,32623.0,False
FUT1,45191.0,82.95,83.25,81.2,81.525,0.0,0.0,2023-09-22,81.525,81.525,False,0.0,0.0,False,0.0,0.0,False
FUT1,45194.0,81.75,81.925,81.05,81.55,6569.0,25882.0,2023-09-25,81.55,81.55,False,6569.0,6569.0,False,25882.0,25882.0,False
FUT1,45196.0,81.625,82.75,81.5,82.075,5183.0,24028.0,2023-09-27,82.075,82.075,False,5183.0,5183.0,False,24028.0,24028.0,False
FUT1,45197.0,82.075,82.075,82.075,82.075,9961.0,23010.0,2023-09-28,64.27384289690585,99.87615710309416,True,9961.0,9961.0,False,23010.0,23010.0,False
FUT1,45198.0,82.6,82.6,80.2,80.2,11791.0,19860.0,2023-09-29,80.2,80.2,False,11791.0,11791.0,False,19860.0,19860.0,False
FUT1,45201.0,80.2,80.475,79.6,79.9,10864.0,19784.0,2023-10-02,79.9,79.9,False,10864.0,10864.0,False,19784.0,19784.0,False
FUT1,45203.0,79.8,80.4,79.3,79.9,5911.0,15940.0,2023-10-04,79.9,79.9,False,5911.0,5911.0,False,15940.0,15940.0,False
FUT1,45204.0,80.0,80.975,80.0,80.825,6213.0,14731.0,2023-10-05,80.825,80.825,False,6213.0,6213.0,False,14731.0,14731.0,False
FUT1,45208.0,81.75,82.175,81.325,81.975,4217.0,11506.0,2023-10-09,81.975,81.975,False,4217.0,4217.0,False,11506.0,11506.0,False
FUT1,45209.0,81.975,81.975,81.975,81.975,5008.0,10724.0,2023-10-10,64.11459586076089,99.8354041392391,True,5008.0,5008.0,False,10724.0,10724.0,False
FUT1,45210.0,81.85,82.425,81.85,82.1,2799.0,9795.0,2023-10-11,82.1,82.1,False,2799.0,2799.0,False,9795.0,9795.0,False
FUT1,45211.0,82.1,82.1,82.1,82.1,1427.0,9206.0,2023-10-12,64.43369507219293,99.76630492780706,True,1427.0,1427.0,False,9206.0,9206.0,False
FUT1,45216.0,69.0,82.13749999999999,67.3,67.675,23521.0,90027.0,2023-10-17,67.675,67.675,False,23521.0,23521.0,False,90027.0,90027.0,False
FUT1,45217.0,67.55,68.2,67.325,68.025,17834.0,90009.0,2023-10-18,68.025,68.025,False,17834.0,17834.0,False,90009.0,90009.0,False
FUT1,45218.0,68.35,69.45,67.325,67.975,19839.0,89187.0,2023-10-19,67.975,67.975,False,19839.0,19839.0,False,89187.0,89187.0,False
FUT1,45222.0,66.025,67.1,65.675,66.2,21433.0,90967.0,2023-10-23,66.2,66.2,False,21433.0,21433.0,False,90967.0,90967.0,False
FUT1,45223.0,66.5,67.4,65.95,66.375,24517.0,90928.0,2023-10-24,66.375,66.375,False,24517.0,24517.0,False,90928.0,90928.0,False
FUT1,45224.0,66.5,68.15,65.725,67.425,0.0,0.0,2023-10-25,67.425,67.425,False,0.0,0.0,False,0.0,0.0,False
FUT1,45225.0,67.425,67.425,67.425,67.425,17813.0,89818.0,2023-10-26,45.45395690998543,89.39604309001456,True,17813.0,17813.0,False,89818.0,89818.0,False
FUT1,45229.0,70.925,71.925,70.25,71.225,27265.0,85732.0,2023-10-30,71.225,71.225,False,27265.0,27265.0,False,85732.0,85732.0,False
FUT1,45230.0,71.7,71.8,70.6,71.6,19520.0,84849.0,2023-10-31,71.6,71.6,False,19520.0,19520.0,False,84849.0,84849.0,False
FUT1,45232.0,70.375,73.375,70.075,73.2,34858.0,86891.0,2023-11-02,73.2,73.2,False,34858.0,34858.0,False,86891.0,86891.0,False
FUT1,45233.0,73.2,73.2,73.2,73.2,29714.0,82497.0,2023-11-03,50.255404809708935,96.14459519029107,True,29714.0,29714.0,False,82497.0,82497.0,False
FUT1,45237.0,72.2,72.2,72.2,72.2,35691.0,73550.0,2023-11-07,49.202721851056225,95.19727814894378,True,35691.0,35691.0,False,73550.0,73550.0,False
FUT1,45243.0,72.55,73.8,71.525,73.725,34655.0,52215.0,2023-11-13,73.725,73.725,False,34655.0,34655.0,False,52215.0,52215.0,False
FUT1,45244.0,73.725,73.725,73.725,73.725,18641.0,48993.0,2023-11-14,50.92895520727136,96.52104479272863,True,18641.0,18641.0,False,48993.0,48993.0,False
FUT1,45246.0,71.025,71.6,70.1,71.325,20324.0,39707.0,2023-11-16,71.325,71.325,False,20324.0,20324.0,False,39707.0,39707.0,False
FUT1,45247.0,71.325,71.325,71.325,71.325,14461.0,36275.0,2023-11-17,48.981987972955,93.66801202704501,True,14461.0,14461.0,False,36275.0,36275.0,False
FUT1,45254.0,68.1,68.225,67.0,67.95,11392.0,30779.0,2023-11-24,67.95,67.95,False,11392.0,11392.0,False,30779.0,30779.0,False
FUT1,45259.0,69.1,69.25,68.225,69.05,6743.0,25011.0,2023-11-29,69.05,69.05,False,6743.0,6743.0,False,25011.0,25011.0,False
FUT1,45260.0,68.975,69.25,68.675,68.8,7234.0,23226.0,2023-11-30,68.8,68.8,False,7234.0,7234.0,False,23226.0,23226.0,False
FUT1,45261.0,68.925,68.9375,68.375,68.5,5432.0,22217.0,2023-12-01,68.5,68.5,False,5432.0,5432.0,False,22217.0,22217.0,False
FUT1,45266.0,67.15,67.725,66.85,67.5,7595.0,19405.0,2023-12-06,67.5,67.5,False,7595.0,7595.0,False,19405.0,19405.0,False
FUT1,45267.0,67.5,67.5,67.5,67.5,5666.0,19399.0,2023-12-07,47.375587333552026,87.62441266644797,True,5666.0,5666.0,False,19399.0,19399.0,False
FUT1,45272.0,68.175,68.175,68.175,68.175,4543.0,15297.0,2023-12-12,48.66172270429159,87.6882772957084,True,4543.0,4543.0,False,15297.0,15297.0,False
FUT1,45273.0,67.5,68.0,67.25,67.85,3076.0,15011.0,2023-12-13,67.85,67.85,False,3076.0,3076.0,False,15011.0,15011.0,False
FUT1,45274.0,67.75,67.85,67.15,67.15,1691.0,14863.0,2023-12-14,67.15,67.15,False,1691.0,1691.0,False,14863.0,14863.0,False
FUT1,45275.0,67.15,67.15,67.15,67.15,26521.0,82304.0,2023-12-15,50.32703882787368,83.97296117212633,True,26521.0,26521.0,False,82304.0,82304.0,False
FUT1,45278.0,71.575,72.45,71.0,71.65,20078.0,80738.0,2023-12-18,71.65,71.65,False,20078.0,20078.0,False,80738.0,80738.0,False
FUT1,45279.0,71.65,71.65,71.65,71.65,17934.0,81148.0,2023-12-19,57.18142456420665,86.11857543579336,True,17934.0,17934.0,False,81148.0,81148.0,False
FUT1,45280.0,69.95,70.925,69.75,70.225,13908.0,82109.0,2023-12-20,70.225,70.225,False,13908.0,13908.0,False,82109.0,82109.0,False
FUT1,45281.0,70.225,70.225,70.225,70.225,14009.0,83060.0,2023-12-21,57.32528109293245,83.12471890706755,True,14009.0,14009.0,False,83060.0,83060.0,False
FUT1,45282.0,70.575,71.975,70.3,71.35,14082.0,84589.0,2023-12-22,71.35,71.35,False,14082.0,14082.0,False,84589.0,84589.0,False
FUT1,45287.0,69.0,70.2,68.425,69.975,21675.0,84047.0,2023-12-27,69.975,69.975,False,21675.0,21675.0,False,84047.0,84047.0,False
FUT1,45289.0,68.65,69.075,67.65,68.275,16169.0,83928.0,2023-12-29,68.275,68.275,False,16169.0,16169.0,False,83928.0,83928.0,False
