Symbol,Timestamp,Open,High,Low,Close,Volume,Open Interest,Date
FUT2,45169.0,74.95,75.625,73.675,74.5,13438.0,62917.0,2023-08-31
FUT3,45169.0,78.975,79.575,78.05,78.675,6148.0,31409.0,2023-08-31
FUT7,45169.0,95.425,95.8,94.925,95.65,247.0,1816.0,2023-08-31
FUT8,45169.0,94.6,8383.022979583877,94.05,94.7,125.0,920.0,2023-08-31
FUT9,45169.0,82.0,82.25,82.0,82.225,38.0,920.0,2023-08-31
FUT1,45170.0,82.8,83.375,81.975,83.125,16726.0,77509.0,2023-09-01
FUT5,45170.0,88.5,89.075,87.925,88.75,83.0,883.0,2023-09-01
FUT8,45170.0,94.725,95.025,94.2,94.875,80.0,931.0,2023-09-01
FUT1,45174.0,83.725,84.725,83.05,83.2,23101.0,1482117.4545730797,2023-09-05
FUT6,45174.0,96.0,96.05,95.35,95.625,118612.900696826,8972.0,2023-09-05
FUT9,45174.0,82.425,82.675,82.375,82.575,99.0,957.0,2023-09-05
FUT10,45175.0,76.175,76.175,76.0,76.0,3.0,280.0,2023-09-06
FUT2,45175.0,75.8,7316.999132475337,74.05,74.65,0.0,0.0,2023-09-06
FUT3,45175.0,79.4,79.7,78.15,78.525,4974.0,31401.0,2023-09-06
FUT4,45175.0,84.6,84.825,83.55,83.925,2702.0,20190.0,2023-09-06
FUT5,45175.0,89.15,89.2,88.275,88.3,38.0,882.0,2023-09-06
FUT6,45175.0,95.9,96.025,94.975,95.35,1089.0,9225.0,2023-09-06
FUT8,45175.0,94.925,95.2,94.35,94.45,91.0,957.0,2023-09-06
FUT10,45176.0,76.5,76.6,76.5,76.6,5.0,283.0,2023-09-07
FUT3,45176.0,78.925,79.75,78.875,79.275,4691.0,32103.0,2023-09-07
FUT4,45176.0,84.35,84.925,84.3,84.525,0.0,0.0,2023-09-07
FUT1,45177.0,82.8,82.825,80.95,81.625,32167.0,61862.0,2023-09-08
FUT2,45177.0,75.175,75.4,74.175,74.425,21825.0,66993.0,2023-09-08
FUT3,45177.0,79.125,79.175,78.225,78.3,6349.0,32830.0,2023-09-08
FUT5,45177.0,88.7,88.7,88.3,88.5,52.0,904.0,2023-09-08
FUT2,45180.0,74.825,75.725,74.475,74.7,25640.0,68969.0,2023-09-11
FUT5,45180.0,88.9,89.125,88.825,88.825,34.0,929.0,2023-09-11
FUT6,45180.0,95.75,96.4,95.725,96.225,2145.0,9134.0,2023-09-11
FUT8,45180.0,95.0,95.7,94.875,95.65,0.0,0.0,2023-09-11
FUT9,45180.0,81.575,82.95,81.575,82.825,84.0,939.0,2023-09-11
FUT2,45181.0,75.15,76.975,75.0,76.825,32774.0,75576.0,2023-09-12
FUT8,45181.0,95.55,96.0,95.15,95.45,853.0,1575.0,2023-09-12
FUT5,45182.0,89.85,89.85,89.275,89.55,40.0,987.0,2023-09-13
FUT8,45182.0,95.5,95.725,95.3,95.55,253.0,1640.0,2023-09-13
FUT9,45182.0,82.175,82.175,81.625,81.725,0.0,0.0,2023-09-13
FUT1,45183.0,83.325,84.225,82.825,83.35,26316.0,40682.0,2023-09-14
FUT5,45183.0,89.075,89.25,88.75,88.875,47.0,999.0,2023-09-14
FUT9,45183.0,81.725,82.0,81.525,81.525,70.0,919.0,2023-09-14
FUT10,45184.0,75.7,76.65,75.7,76.6,75.0,330.0,2023-09-15
FUT3,45184.0,79.05,79.375,78.65,78.65,5197.0,36090.0,2023-09-15
FUT6,45184.0,96.125,96.5,96.0,96.05,1061.0,9217.0,2023-09-15
FUT8,45184.0,95.6,95.825,95.225,95.6,140.0,1746.0,2023-09-15
FUT1,45187.0,82.95,83.8,81.875,83.175,0.0,0.0,2023-09-18
FUT10,45187.0,76.6,76.6,76.6,76.6,10.0,340.0,2023-09-18
FUT2,45187.0,74.85,75.725,73.45,74.375,23163.0,85843.0,2023-09-18
FUT3,45187.0,78.775,79.25,77.375,77.725,147536.88455349632,37129.0,2023-09-18
FUT5,45187.0,88.85,88.9,88.025,88.45,34.0,986.0,2023-09-18
FUT6,45187.0,96.15,96.325,95.325,95.65,1156.0,9166.0,2023-09-18
FUT8,45187.0,95.55,95.625,95.0,95.175,121.0,1794.0,2023-09-18
FUT2,45188.0,74.6,76.8,74.275,76.15,21224.0,88190.0,2023-09-19
FUT3,45188.0,77.95,79.625,77.6,79.0,8585.0,37010.0,2023-09-19
FUT4,45188.0,83.725,84.925,83.25,84.5,3906.0,24760.0,2023-09-19
FUT5,45188.0,88.35,89.6,88.35,89.0,65.0,1001.0,2023-09-19
FUT1,45189.0,84.975,86.125,84.275,85.8,12767.0,35351.0,2023-09-20
FUT3,45189.0,79.3,81.3,79.025,80.75,8067.0,37348.0,2023-09-20
FUT1,45190.0,84.9,84.95,82.725,82.95,12898.0,32623.0,2023-09-21
FUT10,45190.0,76.35,76.35,76.35,76.35,4.0,369.0,2023-09-21
FUT2,45190.0,77.375,77.475,74.475,74.475,26749.0,91013.0,2023-09-21
FUT4,45190.0,85.35,85.35,83.275,83.475,4706.0,25921.0,2023-09-21
FUT5,45190.0,89.825,89.825,87.975,88.45,0.0,0.0,2023-09-21
FUT8,45190.0,96.075,96.075,94.85,94.85,197.0,2003.0,2023-09-21
FUT9,45190.0,82.6,82.825,82.4,82.825,38.0,1055.0,2023-09-21
FUT1,45191.0,82.95,83.25,81.2,81.525,0.0,0.0,2023-09-22
FUT3,45191.0,77.75,78.225,75.25,75.5,9615.0,37064.0,2023-09-22
FUT5,45191.0,88.4,88.4,86.4,86.725,67.0,991.0,2023-09-22
FUT6,45191.0,95.55,96.1,93.875,94.15,2099.0,10389.0,2023-09-22
FUT8,45191.0,94.525,94.55,93.75,94.2,0.0,0.0,2023-09-22
FUT1,45194.0,81.75,81.925,81.05,81.55,6569.0,25882.0,2023-09-25
FUT10,45194.0,75.0,75.75,75.0,75.75,10.0,373.0,2023-09-25
FUT2,45194.0,72.175,73.1,71.625,72.6,19805.0,92163.0,2023-09-25
FUT6,45194.0,94.0,94.85,93.6,94.525,1560.0,10233.0,2023-09-25
FUT9,45194.0,81.825,81.825,81.825,81.825,2.0,1028.0,2023-09-25
FUT10,45195.0,75.5,76.0,75.275,76.0,35.0,380.0,2023-09-26
FUT3,45195.0,76.1,76.6,75.375,75.775,4204.0,37526.0,2023-09-26
FUT5,45195.0,87.175,87.175,86.2,86.2,21.0,1003.0,2023-09-26
FUT8,45195.0,94.875,95.375,94.65,95.25,342.0,2189.0,2023-09-26
FUT9,45195.0,81.675,82.25,81.475,82.15,50.0,1042.0,2023-09-26
FUT1,45196.0,81.625,82.75,81.5,82.075,5183.0,24028.0,2023-09-27
FUT2,45196.0,72.125,73.375,71.9,72.75,0.0,0.0,2023-09-27
FUT6,45196.0,94.625,95.025,94.225,94.5,1183.0,10023.0,2023-09-27
FUT8,45196.0,95.65,95.85,95.35,95.45,209.0,2261.0,2023-09-27
FUT2,45197.0,72.55,76.1,72.55,75.5,28056.0,92359.0,2023-09-28
FUT5,45197.0,87.075,88.75,87.075,88.2,60.0,1036.0,2023-09-28
FUT6,45197.0,94.725,96.625,94.725,95.95,2277.0,10020.0,2023-09-28
FUT8,45197.0,96.0,96.9,95.85,96.0,531.0,2391.0,2023-09-28
FUT9,45197.0,83.0,83.375,82.525,82.925,56.0,1099.0,2023-09-28
FUT1,45198.0,82.6,82.6,80.2,80.2,11791.0,19860.0,2023-09-29
FUT2,45198.0,73.55,73.675,71.775,71.775,21715.0,92720.0,2023-09-29
FUT4,45198.0,82.225,82.275,80.825,81.025,5184.0,24806.0,2023-09-29
FUT5,45198.0,87.625,87.625,85.75,86.675,0.0,0.0,2023-09-29
FUT6,45198.0,94.925,94.95,94.0,94.3,2181.0,10040.0,2023-09-29
FUT9,45198.0,82.4,82.4,81.375,81.375,0.0,0.0,2023-09-29
FUT1,45201.0,80.2,80.475,79.6,79.9,10864.0,19784.0,2023-10-02
FUT2,45201.0,71.275,71.375,69.325,69.75,38989.0,90066.0,2023-10-02
FUT3,45201.0,75.2,75.25,73.7,73.925,9521.0,38201.0,2023-10-02
FUT4,45201.0,80.85,80.875,79.65,80.5,6126.0,25655.0,2023-10-02
FUT5,45201.0,85.875,86.175,85.075,86.125,24.0,1013.0,2023-10-02
FUT6,45201.0,94.0,94.55,93.0,94.325,2200.0,10063.0,2023-10-02
FUT9,45201.0,80.975,83.15,80.975,82.725,96.0,1137.0,2023-10-02
FUT2,45202.0,69.5,70.2,68.425,69.1,28313.0,89851.0,2023-10-03
FUT3,45202.0,73.925,74.25,72.15,72.8,0.0,0.0,2023-10-03
FUT4,45202.0,80.525,80.725,78.8,79.275,5198.0,26080.0,2023-10-03
FUT6,45202.0,94.225,94.475,93.0,93.375,1636.0,10206.0,2023-10-03
FUT1,45203.0,79.8,80.4,79.3,79.9,5911.0,15940.0,2023-10-04
FUT2,45203.0,68.825,69.9,68.0,69.275,20517.0,90504.0,2023-10-04
FUT4,45203.0,78.9,79.8,78.6,79.375,4190.0,26280.0,2023-10-04
FUT5,45203.0,84.575,84.975,84.3,84.575,53.0,1033.0,2023-10-04
FUT8,45203.0,94.1,94.275,93.425,93.675,261.0,2490.0,2023-10-04
FUT1,45204.0,80.0,80.975,80.0,80.825,6213.0,14731.0,2023-10-05
FUT2,45204.0,69.35,72.5,69.35,72.175,29726.0,87231.0,2023-10-05
FUT3,45204.0,73.2,76.175,73.2,75.975,8919.0,38270.0,2023-10-05
FUT4,45204.0,79.5,81.675,79.5,81.55,4618.0,26703.0,2023-10-05
FUT4,45205.0,81.1,83.2,80.975,82.75,-0.0,0.0,2023-10-06
FUT5,45205.0,86.225,87.6,86.225,87.6,129.0,1134.0,2023-10-06
FUT8,45205.0,94.575,96.3,94.575,95.875,175.0,2478.0,2023-10-06
FUT9,45205.0,81.625,83.25,81.625,83.125,0.0,0.0,2023-10-06
FUT1,45208.0,81.75,82.175,81.325,81.975,4217.0,11506.0,2023-10-09
FUT10,45208.0,76.4,77.0,76.0,76.0,24.0,451.0,2023-10-09
FUT3,45208.0,76.825,77.225,75.675,76.65,7863.0,39011.0,2023-10-09
FUT4,45208.0,82.325,82.725,81.325,82.4,4259.0,27548.0,2023-10-09
FUT5,45208.0,86.8,2568.3568885964683,86.275,87.125,66.0,1113.0,2023-10-09
FUT6,45208.0,94.525,95.075,93.8,94.65,2238.0,10316.0,2023-10-09
FUT8,45208.0,95.55,96.125,95.0,95.775,417.0,2512.0,2023-10-09
FUT9,45208.0,82.825,83.175,82.3,82.45,99.0,1076.0,2023-10-09
FUT10,45209.0,76.6,76.8,76.0,76.75,41.0,24477.140659144075,2023-10-10
FUT2,45209.0,72.75,73.275,71.35,71.475,18235.0,86814.0,2023-10-10
FUT5,45209.0,87.225,87.775,86.6,86.7,0.0,0.0,2023-10-10
FUT1,45210.0,81.85,82.425,81.85,82.1,2799.0,9795.0,2023-10-11
FUT10,45210.0,76.425,76.525,75.45,75.45,32760.764163611664,6945.314279462739,2023-10-11
FUT8,45210.0,95.875,96.025,94.975,94.975,290.0,2595.0,2023-10-11
FUT9,45210.0,83.075,83.075,82.1,82.1,151.0,1220.0,2023-10-11
FUT2,45211.0,70.0,70.375,68.825,70.3,20301.0,88831.0,2023-10-12
FUT4,45211.0,80.925,81.625,80.1,81.625,4892.0,29591.0,2023-10-12
FUT8,45211.0,94.775,95.75,94.45,95.75,237.0,2577.0,2023-10-12
FUT9,45211.0,82.175,82.95,81.575,82.925,131.0,1284.0,2023-10-12
FUT2,45212.0,69.975,70.65,69.175,69.525,0.0,0.0,2023-10-13
FUT3,45212.0,74.975,75.375,74.025,74.325,4340.0,43864.0,2023-10-13
FUT4,45212.0,81.4,81.7,80.75,81.275,4147.0,30060.0,2023-10-13
FUT5,45212.0,86.45,86.75,86.2,86.75,72.0,1100.0,2023-10-13
FUT2,45215.0,73.85,74.75,72.975,73.225,7746.0,44538.0,2023-10-16
FUT3,45215.0,73.85,74.75,72.975,73.225,7746.0,44538.0,2023-10-16
FUT4,45215.0,80.9,81.65,79.875,80.05,4991.0,29775.0,2023-10-16
FUT8,45215.0,83.0,83.3,82.275,82.275,458.0,1784.0,2023-10-16
FUT9,45215.0,77.075,77.075,76.65,76.725,35.0,653.0,2023-10-16
FUT1,45216.0,69.0,70.075,67.3,67.675,23521.0,90027.0,2023-10-17
FUT6,45216.0,94.95,95.375,93.875,94.0,818.0,3818.0,2023-10-17
FUT1,45217.0,67.55,68.2,67.325,68.025,17834.0,90009.0,2023-10-18
FUT2,45217.0,72.125,72.4,71.675,72.35,9207.0,46597.0,2023-10-18
FUT4,45217.0,84.5,84.725,84.15,84.575,206.0,1117.0,2023-10-18
FUT5,45217.0,93.025,93.05,92.35,92.775,1240.0,10938.0,2023-10-18
FUT8,45217.0,81.925,2130.591164453203,81.575,81.85,165.0,1969.0,2023-10-18
FUT9,45217.0,76.1,76.1,76.1,76.1,4.0,675.0,2023-10-18
FUT1,45218.0,68.35,69.45,67.325,67.975,19839.0,89187.0,2023-10-19
FUT2,45218.0,72.6,73.725,71.925,72.35,8522.0,47725.0,2023-10-19
FUT4,45218.0,84.95,85.6,84.55,84.65,24460.935867745386,1109.0,2023-10-19
FUT8,45218.0,81.75,82.325,81.55,81.55,192.0,2076.0,2023-10-19
FUT9,45218.0,76.0,76.55,76.0,76.075,0.0,0.0,2023-10-19
FUT10,45219.0,79.5,79.5,79.5,79.5,4.0,13.0,2023-10-20
FUT2,45219.0,72.175,72.175,69.925,70.575,7754.0,48640.0,2023-10-20
FUT4,45219.0,84.475,84.475,82.45,83.2,145.0,1078.0,2023-10-20
FUT5,45219.0,92.225,92.25,90.45,91.05,2093.0,11228.0,2023-10-20
FUT6,45219.0,93.675,93.675,92.025,92.675,637.0,4201.0,2023-10-20
FUT1,45222.0,66.025,67.1,65.675,66.2,21433.0,90967.0,2023-10-23
FUT4,45222.0,83.425,83.425,82.25,82.775,29.0,1080.0,2023-10-23
FUT6,45222.0,92.325,92.85,91.75,92.425,737.0,4376.0,2023-10-23
FUT8,45222.0,80.2,80.325,79.65,79.8,192.0,2132.0,2023-10-23
FUT1,45223.0,66.5,67.4,65.95,66.375,24517.0,90928.0,2023-10-24
FUT2,45223.0,70.425,70.725,69.25,69.5,13175.0,50238.0,2023-10-24
FUT3,45223.0,76.8,77.025,75.275,75.6,7650.0,30254.0,2023-10-24
FUT4,45223.0,82.875,82.875,81.675,82.0,0.0,0.0,2023-10-24
FUT6,45223.0,92.7,92.7,90.95,91.075,1123.0,4281.0,2023-10-24
FUT9,45223.0,73.825,73.825,73.0,73.325,0.0,0.0,2023-10-24
FUT1,45224.0,66.5,68.15,65.725,67.425,0.0,0.0,2023-10-25
FUT3,45224.0,75.7,77.275,75.25,76.875,3770.0,17966501.909045517,2023-10-25
FUT6,45224.0,91.1,92.325,91.025,92.325,26906.887551424268,4368.0,2023-10-25
FUT8,45224.0,79.25,80.3,79.025,80.15,229.0,2342.0,2023-10-25
FUT3,45225.0,77.175,78.1,77.175,77.4,3738.0,30883.0,2023-10-26
FUT2,45226.0,71.5,73.65,71.425,73.325,9417.0,51917.0,2023-10-27
FUT3,45226.0,77.7,79.125,77.325,78.875,0.0,0.0,2023-10-27
FUT4,45226.0,83.225,84.825,83.225,84.8,43.0,1091.0,2023-10-27
FUT8,45226.0,80.725,81.85,80.725,81.3,467.0,2367.0,2023-10-27
FUT9,45226.0,75.2,75.75,75.0,75.025,57.0,848.0,2023-10-27
FUT1,45229.0,70.925,71.925,70.25,71.225,27265.0,85732.0,2023-10-30
FUT3,45229.0,79.35,80.25,78.75,79.55,4170.0,31541.0,2023-10-30
FUT4,45229.0,85.15,85.825,84.75,85.15,102.0,1155.0,2023-10-30
FUT5,45229.0,92.725,93.5,92.45,92.975,1448.0,12359.0,2023-10-30
FUT6,45229.0,94.35,94.9,94.0,94.45,634.0,4949.0,2023-10-30
FUT1,45230.0,71.7,71.8,70.6,71.6,19520.0,84849.0,2023-10-31
FUT4,45230.0,85.6,86.0,85.2,85.65,38.0,1163.0,2023-10-31
FUT5,45230.0,93.375,93.725,92.95,93.425,2129.0,12386.0,2023-10-31
FUT2,45231.0,74.35,75.15,73.25,73.375,11150.0,52753.0,2023-11-01
FUT3,45231.0,79.75,80.525,78.9,79.025,4024.0,31290.0,2023-11-01
FUT5,45231.0,93.325,94.025,92.75,93.025,2630.0,12503.0,2023-11-01
FUT6,45231.0,95.175,95.7,94.6,94.625,1795.0,5908.0,2023-11-01
FUT1,45232.0,70.375,73.375,70.075,73.2,34858.0,86891.0,2023-11-02
FUT2,45232.0,73.625,76.35,73.35,76.025,13054.0,52806.0,2023-11-02
FUT4,45232.0,85.2,6843.029218932367,85.2,86.875,0.0,0.0,2023-11-02
FUT5,45232.0,93.05,94.95,93.05,94.525,2755.0,12485.0,2023-11-02
FUT2,45233.0,76.15,76.575,75.1,75.65,12935.0,52692.0,2023-11-03
FUT3,45233.0,81.35,81.625,80.2,80.875,5869.0,31684.0,2023-11-03
FUT5,45233.0,94.675,94.675,93.45,94.025,3007.0,12716.0,2023-11-03
FUT8,45233.0,83.1,83.15,82.3,83.025,537.0,2664.0,2023-11-03
FUT9,45233.0,76.4,76.95,76.0,76.825,95.0,947.0,2023-11-03
FUT5,45236.0,93.525,94.675,93.525,94.4,2053.0,13000.0,2023-11-06
FUT6,45236.0,95.325,96.2,95.225,95.975,1253.0,6600.0,2023-11-06
FUT8,45236.0,83.425,83.7,83.025,83.325,267.0,2612.0,2023-11-06
FUT9,45236.0,77.0,77.4,76.85,76.925,105.0,960.0,2023-11-06
FUT2,45237.0,76.575,77.775,75.55,75.625,22107.0,54428.0,2023-11-07
FUT3,45237.0,81.8,82.675,80.85,80.875,6529.0,32487.0,2023-11-07
FUT4,45237.0,87.175,87.7,86.525,86.525,47.0,1184.0,2023-11-07
FUT6,45237.0,96.25,96.5,95.95,96.15,3713.0,7566.0,2023-11-07
FUT8,45237.0,83.55,84.05,83.325,83.675,14641.802668507013,2635.0,2023-11-07
FUT9,45237.0,77.25,77.5,77.025,77.325,118.0,954.0,2023-11-07
FUT2,45238.0,75.525,75.75,73.875,75.1,28799.0,57320.0,2023-11-08
FUT3,45238.0,80.85,81.05,79.225,80.6,10407.0,32362.0,2023-11-08
FUT4,45238.0,86.425,86.425,85.175,86.3,114.0,1198.0,2023-11-08
FUT1,45243.0,72.55,73.8,71.525,73.725,34655.0,52215.0,2023-11-13
FUT2,45243.0,75.775,77.35,75.15,77.3,23298.0,69873.0,2023-11-13
FUT3,45243.0,81.8,82.8,81.125,82.775,6618.0,34698.0,2023-11-13
FUT4,45243.0,87.25,87.95,86.75,87.775,95.0,1283.0,2023-11-13
FUT6,45243.0,96.25,96.9,95.825,96.775,4094.0,11672.0,2023-11-13
FUT8,45243.0,83.325,84.0,83.05,84.0,677.0,3233.0,2023-11-13
FUT9,45243.0,76.475,77.4,76.475,77.4,106.0,1145.0,2023-11-13
FUT2,45244.0,76.5,76.8,75.775,75.95,12859.0,70924.0,2023-11-14
FUT3,45244.0,82.1,82.425,81.625,81.7,4148.0,35194.0,2023-11-14
FUT4,45244.0,87.5,87.5,86.925,86.975,53.0,1280.0,2023-11-14
FUT5,45244.0,94.975,95.15,94.5,94.65,1669.0,15423.0,2023-11-14
FUT6,45244.0,96.475,96.575,95.975,96.075,1474.0,12015.0,2023-11-14
FUT10,45245.0,80.55,80.55,80.525,80.525,4.0,89.0,2023-11-15
FUT2,45245.0,75.95,76.375,74.825,74.925,14264.0,72607.0,2023-11-15
FUT6,45245.0,96.15,96.425,95.675,95.825,1812.0,12221.0,2023-11-15
FUT8,45245.0,83.525,83.85,82.8,82.875,448.0,3326.0,2023-11-15
FUT9,45245.0,76.95,77.1,76.275,76.375,91.0,1120.0,2023-11-15
FUT1,45246.0,71.025,71.6,70.1,71.325,20324.0,39707.0,2023-11-16
FUT3,45246.0,81.0,81.625,79.975,81.475,6269.0,36822.0,2023-11-16
FUT5,45246.0,94.325,94.65,93.325,94.575,3212.0,15800.0,2023-11-16
FUT9,45246.0,76.25,76.8,76.0,76.575,61.0,1126.0,2023-11-16
FUT10,45247.0,80.9,80.925,80.875,80.925,53.0,133.0,2023-11-17
FUT3,45247.0,81.2,81.775,80.925,81.5,5714.0,36883.0,2023-11-17
FUT5,45247.0,94.525,95.1,94.175,94.975,2517.0,16033.0,2023-11-17
FUT8,45247.0,83.4,83.95,83.2,83.925,293.0,3360.0,2023-11-17
FUT9,45247.0,76.6,77.2,76.6,77.2,0.0,0.0,2023-11-17
FUT10,45250.0,80.3,80.3,80.275,80.275,26.0,143.0,2023-11-20
FUT2,45250.0,75450.0,76400.0,74675.0,74975.0,14568.0,74564.0,2023-11-20
FUT4,45250.0,87.1,87.425,86.425,86.525,28.0,1299.0,2023-11-20
FUT6,45250.0,96.55,96.85,95.775,96.4,1588.0,12671.0,2023-11-20
FUT8,45250.0,83.85,84.05,82.85,83.8,47729.99267433609,3478.0,2023-11-20
FUT9,45250.0,77.075,77.15,76.15,76.875,86.0,1238.0,2023-11-20
FUT2,45251.0,74775.0,74900.0,72025.0,72225.0,27298.0,75840.0,2023-11-21
FUT4,45251.0,86.275,86.275,84.45,84.7,5336.740726343953,1305.0,2023-11-21
FUT6,45251.0,96.35,96.35,94.675,95.125,2574.0,12878.0,2023-11-21
FUT3,45252.0,78.825,79.35,78.375,78.6,6537.0,36844.0,2023-11-22
FUT9,45252.0,76.15,76.15,75.65,75.65,29.0,1422.0,2023-11-22
FUT1,45254.0,68.1,68.225,67.0,67.95,11392.0,30779.0,2023-11-24
FUT10,45254.0,78.2,78.2,76.275,76.275,81.0,202.0,2023-11-24
FUT3,45254.0,78.125,78.125,75.05,75.5,10510.0,36531.0,2023-11-24
FUT4,45254.0,84.75,84.75,82.0,82.0,241.0,1317.0,2023-11-24
FUT5,45254.0,92.95,92.95,90.7,91.0,5594.0,17603.0,2023-11-24
FUT9,45254.0,75.3,75.3,72.8,72.9,693.0,1726.0,2023-11-24
FUT2,45257.0,68975.0,69650.0,66825.0,66900.0,29031.0,81847.0,2023-11-27
FUT3,45257.0,75.5,76.275,73.55,73.6,10507.0,37071.0,2023-11-27
FUT4,45257.0,82.825,82.825,81.0,81.15,167.0,1326.0,2023-11-27
FUT6,45257.0,93.025,93.85,91.975,92.275,1822.0,12926.0,2023-11-27
FUT8,45257.0,80.3,81.05,79.425,79.675,715.0,4264.0,2023-11-27
FUT3,45258.0,73.95,75.55,72.825,74.975,11533.0,37232.0,2023-11-28
FUT4,45258.0,81.375,82.35,80.65,82.075,93.0,1331.0,2023-11-28
FUT5,45258.0,90.075,91.3,89.35,90.575,104639.26473373963,278486.3066127724,2023-11-28
FUT6,45258.0,92.225,93.625,91.85,92.85,1785.0,13014.0,2023-11-28
FUT8,45258.0,79.675,81.05,79.675,80.6,405.0,4322.0,2023-11-28
FUT1,45259.0,69.1,69.25,68.225,69.05,6743.0,25011.0,2023-11-29
FUT2,45259.0,69200.0,70825.0,67875.0,70125.0,24186.0,82764.0,2023-11-29
FUT3,45259.0,75.05,77.025,74.225,76.425,8006.0,37448.0,2023-11-29
FUT9,45259.0,73.225,73.875,73.075,73.875,106.0,1974.0,2023-11-29
FUT1,45260.0,68.975,5145.777088701982,68.675,68.8,7234.0,23226.0,2023-11-30
FUT2,45260.0,70100.0,71625.0,69750.0,71525.0,23957.0,81209.0,2023-11-30
FUT4,45260.0,83.95,84.475,83.675,84.35,37.0,1282.0,2023-11-30
FUT5,45260.0,92.175,92.875,91.725,92.55,5132.0,17733.0,2023-11-30
FUT9,45260.0,73.875,74.5,73.725,74.35,69.0,2013.0,2023-11-30
FUT1,45261.0,68.925,69.1,68.375,68.5,5432.0,22217.0,2023-12-01
FUT3,45261.0,77.825,78.0,76.1,76.175,6498.0,37525.0,2023-12-01
FUT6,45261.0,95.0,95.075,93.9,94.3,1997.0,12488.0,2023-12-01
FUT7,45261.0,95.5,1632.308021951981,94.475,95.075,108537.65972061564,8549.0,2023-12-01
FUT9,45261.0,74.45,74.8,74.425,74.7,0.0,0.0,2023-12-01
FUT2,45264.0,70100.0,71925.0,69500.0,70725.0,18731.0,80986.0,2023-12-04
FUT3,45264.0,76.35,78.1,75.75,77.4,7373.0,38251.0,2023-12-04
FUT4,45264.0,83.5,85.0,83.375,84.7,33.0,1289.0,2023-12-04
FUT6,45264.0,93.975,95.5,93.8,95.3,2384.0,12159.0,2023-12-04
FUT7,45264.0,95.35,96.2,94.675,96.075,2151.0,8995.0,2023-12-04
FUT8,45264.0,82.1,82.925,82.1,82.9,441.0,4525.0,2023-12-04
FUT9,45264.0,74.85,75.45,74.85,75.45,94.0,2048.0,2023-12-04
FUT3,45265.0,77.15,77.2,75.65,76.15,7338.0,39428.0,2023-12-05
FUT4,45265.0,84.325,84.325,83.525,83.6,65.0,1296.0,2023-12-05
FUT7,45265.0,96.1,96.2,95.025,96.0,2740.0,9477.0,2023-12-05
FUT8,45265.0,82.925,83.225,82.25,83.175,776.0,4722.0,2023-12-05
FUT1,45266.0,67.15,67.725,66.85,67.5,7595.0,19405.0,2023-12-06
FUT2,45266.0,69125.0,69950.0,68750.0,69325.0,15211.0,84012.0,2023-12-06
FUT4,45266.0,83.925,84.075,83.2,83.6,17.0,1293.0,2023-12-06
FUT5,45266.0,92.3,92.825,91.975,92.35,3144.0,19570.0,2023-12-06
FUT8,45266.0,83.175,83.35,82.8,82.925,310.0,4815.0,2023-12-06
FUT9,45266.0,75.675,75.925,75.5,75.6,97.0,2165.0,2023-12-06
FUT2,45267.0,68300.0,68875.0,67425.0,67750.0,21148.0,84287.0,2023-12-07
FUT4,45267.0,82.8,82.825,81.6,82.1,0.0,0.0,2023-12-07
FUT8,45267.0,82.625,82.625,81.025,81.525,0.0,0.0,2023-12-07
FUT4,45268.0,82.5,83.45,82.1,83.425,62.0,1294.0,2023-12-08
FUT7,45268.0,93.975,94.85,93.675,94.575,2520.0,10036.0,2023-12-08
FUT2,45271.0,69025.0,70225.0,66725.0,67400.0,25664.0,84385.0,2023-12-11
FUT3,45271.0,76.325,77.35,74.65,75.175,13688.0,42878.0,2023-12-11
FUT4,45271.0,83.7,84.125,82.1,82.875,92.0,1282.0,2023-12-11
FUT6,45271.0,94.075,94.575,92.675,93.55,4572.0,8250.0,2023-12-11
FUT7,45271.0,94.975,3294.5245174067168,93.55,94.45,3999.0,10460.0,2023-12-11
FUT3,45272.0,75.1,75.85,74.55,75.475,0.0,0.0,2023-12-12
FUT4,45272.0,82.5,82.775,82.5,82.75,12.0,1281.0,2023-12-12
FUT5,45272.0,90.75,91.05,90.45,90.625,4384.0,19180.0,2023-12-12
FUT7,45272.0,94.225,94.3,93.825,94.1,2994.0,11033.0,2023-12-12
FUT9,45272.0,75.25,75.525,75.1,75.15,122.0,2268.0,2023-12-12
FUT1,45273.0,67.5,68.0,67.25,67.85,3076.0,15011.0,2023-12-13
FUT10,45273.0,77.85,78.05,77.8,78.05,38.0,294.0,2023-12-13
FUT2,45273.0,67500.0,67925.0,66225.0,66875.0,19825.0,84945.0,2023-12-13
FUT3,45273.0,74.925,75.275,73.9,74.525,9879.0,45242.0,2023-12-13
FUT4,45273.0,81.95,82.35,81.4,81.875,77.0,1295.0,2023-12-13
FUT5,45273.0,90.55,90.55,89.375,89.85,5793.0,19695.0,2023-12-13
FUT6,45273.0,93.0,93.025,91.95,92.075,0.0,0.0,2023-12-13
FUT7,45273.0,94.05,94.075,92.95,93.15,3047.0,12200.0,2023-12-13
FUT8,45273.0,82.125,82.125,81.15,81.2,661.0,4935.0,2023-12-13
FUT9,45273.0,75.1,75.15,74.45,74.5,333.0,2378.0,2023-12-13
FUT1,45274.0,67.75,67.85,67.15,67.15,1691.0,14863.0,2023-12-14
